epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,13077.1,1.10428,1.34202,1.18771,0.65059,0.51528,0.56314,0.41087,1.01604,1.1008,1.18549,0.0090265,0.0090265,0.0090265
61,13294.2,1.10682,1.34526,1.1884,0.64794,0.51725,0.5632,0.41127,1.01608,1.10181,1.18541,0.00901,0.00901,0.00901
62,13509.1,1.11229,1.35322,1.19394,0.64598,0.51633,0.56296,0.41101,1.01612,1.1031,1.18542,0.0089935,0.0089935,0.0089935
63,13723.8,1.10238,1.3314,1.18401,0.64344,0.51858,0.5629,0.41129,1.01626,1.10392,1.18531,0.008977,0.008977,0.008977
64,13938.2,1.1031,1.33598,1.18679,0.64317,0.51854,0.56274,0.41111,1.0164,1.10501,1.18528,0.0089605,0.0089605,0.0089605
65,14153.3,1.10072,1.33029,1.18536,0.64304,0.51897,0.56296,0.41142,1.0164,1.10603,1.18525,0.008944,0.008944,0.008944
66,14367.7,1.10865,1.33898,1.18948,0.6437,0.51762,0.56304,0.41165,1.01606,1.10684,1.18502,0.0089275,0.0089275,0.0089275
67,14582.1,1.10201,1.33446,1.18723,0.64415,0.51806,0.56308,0.41187,1.01597,1.10793,1.1851,0.008911,0.008911,0.008911
68,14796.4,1.09713,1.32607,1.18531,0.64427,0.51808,0.56325,0.41185,1.0159,1.10884,1.18505,0.0088945,0.0088945,0.0088945
69,15010.9,1.09693,1.32743,1.18387,0.64636,0.51713,0.56307,0.41173,1.01557,1.10987,1.18483,0.008878,0.008878,0.008878
70,15225.4,1.10179,1.32906,1.18419,0.64569,0.51692,0.56318,0.41208,1.0154,1.11105,1.18467,0.0088615,0.0088615,0.0088615
71,15441.7,1.10344,1.32445,1.18418,0.64342,0.51818,0.56324,0.41228,1.0153,1.11201,1.18452,0.008845,0.008845,0.008845
72,15656,1.10128,1.32479,1.1833,0.64733,0.51651,0.56335,0.41261,1.01509,1.11295,1.18426,0.0088285,0.0088285,0.0088285
73,15871.1,1.10054,1.32435,1.18248,0.64565,0.51766,0.56363,0.41292,1.0149,1.11382,1.18401,0.008812,0.008812,0.008812
74,16087.1,1.09601,1.31823,1.18006,0.64834,0.51609,0.56379,0.41327,1.01443,1.11431,1.18368,0.0087955,0.0087955,0.0087955
75,16301.8,1.09393,1.31641,1.18055,0.64786,0.51721,0.56386,0.4135,1.01398,1.11456,1.18326,0.008779,0.008779,0.008779
76,16516.2,1.09415,1.31362,1.18027,0.64934,0.51689,0.56413,0.4136,1.01367,1.11535,1.18295,0.0087625,0.0087625,0.0087625
77,16730.6,1.09746,1.31185,1.17997,0.64874,0.51812,0.56486,0.41401,1.01326,1.11559,1.18258,0.008746,0.008746,0.008746
78,16945.3,1.0965,1.31378,1.17901,0.64652,0.51954,0.565,0.4141,1.01258,1.11599,1.18191,0.0087295,0.0087295,0.0087295
79,17159.6,1.09366,1.31397,1.18005,0.64873,0.51963,0.56509,0.41437,1.01241,1.11622,1.18167,0.008713,0.008713,0.008713
80,17373.7,1.10102,1.32249,1.18287,0.64899,0.51992,0.56566,0.41471,1.01197,1.11632,1.18106,0.0086965,0.0086965,0.0086965
81,17588.3,1.08753,1.3049,1.17578,0.64951,0.51982,0.56618,0.4152,1.01147,1.11639,1.18052,0.00868,0.00868,0.00868
82,17803.6,1.09086,1.30622,1.17728,0.65091,0.52046,0.56655,0.41558,1.01095,1.11652,1.17993,0.0086635,0.0086635,0.0086635
83,18019,1.08674,1.30458,1.17468,0.6514,0.52113,0.56676,0.41594,1.0103,1.11606,1.17936,0.008647,0.008647,0.008647
84,18233.9,1.08674,1.30292,1.17459,0.65202,0.52062,0.56704,0.41633,1.00969,1.11532,1.17866,0.0086305,0.0086305,0.0086305
85,18448,1.09088,1.3019,1.17542,0.65172,0.52142,0.5675,0.41705,1.00934,1.11498,1.17808,0.008614,0.008614,0.008614
86,18662.1,1.08453,1.29651,1.17308,0.65389,0.52025,0.56804,0.41743,1.00886,1.11443,1.17754,0.0085975,0.0085975,0.0085975
87,18876.1,1.08592,1.29623,1.17364,0.65482,0.52053,0.56806,0.41761,1.00821,1.11333,1.17684,0.008581,0.008581,0.008581
88,19090.7,1.09292,1.30363,1.17442,0.65655,0.51992,0.56849,0.41788,1.00766,1.11244,1.17608,0.0085645,0.0085645,0.0085645
89,19305.4,1.0792,1.29582,1.17078,0.65899,0.51992,0.56937,0.41869,1.00692,1.11126,1.17533,0.008548,0.008548,0.008548
90,19520.1,1.08622,1.29879,1.17416,0.65869,0.52114,0.5702,0.41928,1.00622,1.10999,1.17464,0.0085315,0.0085315,0.0085315
91,19734.3,1.08241,1.29443,1.16999,0.66092,0.52095,0.57098,0.41995,1.0056,1.10865,1.17389,0.008515,0.008515,0.008515
92,19948.4,1.0915,1.31196,1.17804,0.66308,0.52094,0.57151,0.42055,1.00498,1.10734,1.17314,0.0084985,0.0084985,0.0084985
93,20162.9,1.08284,1.28764,1.16998,0.66275,0.52058,0.57205,0.42111,1.00426,1.10582,1.1725,0.008482,0.008482,0.008482
94,20377.7,1.07941,1.279,1.16963,0.66279,0.52131,0.57287,0.42155,1.00341,1.10461,1.17168,0.0084655,0.0084655,0.0084655
95,20594,1.08537,1.28228,1.1689,0.66475,0.52054,0.57368,0.42237,1.00285,1.10322,1.17104,0.008449,0.008449,0.008449
96,20809.3,1.08161,1.29372,1.17251,0.66642,0.52006,0.5744,0.42286,1.00204,1.10197,1.17024,0.0084325,0.0084325,0.0084325
97,21024.3,1.08781,1.29242,1.17174,0.66562,0.52146,0.57504,0.42338,1.0015,1.10074,1.16957,0.008416,0.008416,0.008416
98,21238.8,1.07373,1.27688,1.16569,0.669,0.51969,0.57561,0.42413,1.001,1.09929,1.16883,0.0083995,0.0083995,0.0083995
99,21453.3,1.07953,1.28328,1.1701,0.67039,0.52046,0.57616,0.42472,1.00025,1.09743,1.16795,0.008383,0.008383,0.008383
100,21667.6,1.07709,1.27573,1.16554,0.6708,0.52078,0.57701,0.42541,0.99939,1.09569,1.16699,0.0083665,0.0083665,0.0083665
101,21881.9,1.08116,1.28342,1.16864,0.66897,0.52241,0.57794,0.42629,0.9986,1.09406,1.16606,0.00835,0.00835,0.00835
102,22096,1.08111,1.28346,1.16993,0.66892,0.52415,0.5785,0.42681,0.99786,1.09197,1.16521,0.0083335,0.0083335,0.0083335
103,22310.4,1.07555,1.27445,1.166,0.66918,0.52533,0.57928,0.42749,0.99735,1.09028,1.16454,0.008317,0.008317,0.008317
104,22525,1.07967,1.27161,1.16482,0.66944,0.52506,0.58005,0.42807,0.99665,1.08818,1.16368,0.0083005,0.0083005,0.0083005
105,22739.9,1.08078,1.27902,1.1673,0.6708,0.52536,0.58115,0.42879,0.99602,1.08627,1.16289,0.008284,0.008284,0.008284
106,22954.3,1.07338,1.26803,1.16337,0.67138,0.52644,0.5817,0.42924,0.99542,1.08476,1.16219,0.0082675,0.0082675,0.0082675
107,23170.4,1.07576,1.27237,1.16643,0.67077,0.52807,0.58259,0.42998,0.99473,1.08245,1.16142,0.008251,0.008251,0.008251
108,23385.4,1.07656,1.27289,1.16487,0.67053,0.52787,0.58283,0.43015,0.99397,1.08037,1.16049,0.0082345,0.0082345,0.0082345
109,23600.2,1.07435,1.26349,1.16265,0.6698,0.52992,0.58382,0.43067,0.99334,1.07814,1.15984,0.008218,0.008218,0.008218
110,23815,1.07478,1.27483,1.16511,0.66746,0.53159,0.58461,0.43137,0.99276,1.07581,1.15919,0.0082015,0.0082015,0.0082015
111,24029.3,1.07519,1.26724,1.16404,0.66754,0.5328,0.58539,0.43187,0.99203,1.07376,1.15835,0.008185,0.008185,0.008185
112,24243.9,1.07221,1.26509,1.16159,0.66977,0.5326,0.58601,0.4324,0.99131,1.07203,1.15768,0.0081685,0.0081685,0.0081685
113,24457.9,1.07534,1.27018,1.16512,0.67112,0.53248,0.58694,0.43317,0.99086,1.07006,1.15699,0.008152,0.008152,0.008152
114,24672,1.07042,1.2682,1.16432,0.66995,0.5336,0.58763,0.4335,0.99014,1.06801,1.15622,0.0081355,0.0081355,0.0081355
115,24886.8,1.07741,1.27172,1.16384,0.67088,0.53419,0.58877,0.43416,0.98939,1.06601,1.15546,0.008119,0.008119,0.008119
116,25101.1,1.07187,1.26276,1.16163,0.67196,0.53448,0.58959,0.43487,0.9887,1.06417,1.1547,0.0081025,0.0081025,0.0081025
117,25315.5,1.06352,1.25976,1.15865,0.67534,0.53292,0.59014,0.43549,0.98808,1.06208,1.15397,0.008086,0.008086,0.008086
118,25530,1.0711,1.26319,1.16254,0.67731,0.53278,0.59105,0.43628,0.98747,1.05973,1.15333,0.0080695,0.0080695,0.0080695
119,25744.3,1.07147,1.25309,1.15741,0.67763,0.53318,0.59227,0.43704,0.98683,1.05786,1.15271,0.008053,0.008053,0.008053
120,25958.8,1.07096,1.26273,1.16206,0.678,0.53585,0.59334,0.43781,0.98602,1.05594,1.15185,0.0080365,0.0080365,0.0080365
121,26173.6,1.07048,1.25136,1.15859,0.67774,0.53715,0.59337,0.43819,0.98517,1.05441,1.15104,0.00802,0.00802,0.00802
122,26388.3,1.06772,1.2548,1.15955,0.67983,0.53658,0.59355,0.43879,0.98457,1.05238,1.15038,0.0080035,0.0080035,0.0080035
123,26602.4,1.06753,1.25363,1.16145,0.66826,0.54166,0.59489,0.43944,0.98409,1.05057,1.14993,0.007987,0.007987,0.007987
124,26816.9,1.0726,1.26423,1.16276,0.66919,0.54133,0.59537,0.4399,0.98351,1.0486,1.14938,0.0079705,0.0079705,0.0079705
125,27031.3,1.06512,1.25769,1.1584,0.67065,0.54117,0.59549,0.43984,0.98286,1.04661,1.14883,0.007954,0.007954,0.007954
126,27245.9,1.06654,1.25592,1.15789,0.67385,0.5419,0.59711,0.44102,0.98208,1.0447,1.14804,0.0079375,0.0079375,0.0079375
127,27460.7,1.07119,1.2641,1.15944,0.67379,0.54189,0.59725,0.44134,0.9815,1.04301,1.14749,0.007921,0.007921,0.007921
128,27675.3,1.06969,1.25863,1.1604,0.67434,0.54249,0.598,0.44211,0.98085,1.04133,1.14682,0.0079045,0.0079045,0.0079045
129,27889.3,1.06118,1.24498,1.1545,0.67234,0.54231,0.59809,0.4424,0.98047,1.03948,1.1464,0.007888,0.007888,0.007888
130,28104.1,1.06586,1.25002,1.15507,0.67506,0.54147,0.59865,0.44287,0.97986,1.03753,1.14575,0.0078715,0.0078715,0.0078715
131,28319.8,1.06668,1.25275,1.15744,0.67258,0.5424,0.5993,0.4436,0.97936,1.03577,1.14516,0.007855,0.007855,0.007855
132,28534.9,1.06263,1.25044,1.15718,0.67324,0.54301,0.59984,0.44396,0.97881,1.03403,1.14461,0.0078385,0.0078385,0.0078385
133,28749.7,1.06422,1.2471,1.15702,0.67252,0.54335,0.60017,0.44439,0.97823,1.0325,1.14403,0.007822,0.007822,0.007822
134,28964.3,1.06612,1.25152,1.15832,0.67748,0.5422,0.60066,0.44484,0.97768,1.03102,1.14343,0.0078055,0.0078055,0.0078055
135,29179.6,1.06195,1.24838,1.15676,0.67673,0.54256,0.60103,0.44522,0.97721,1.02952,1.14286,0.007789,0.007789,0.007789
136,29394,1.06177,1.24405,1.15656,0.67954,0.54223,0.60175,0.44564,0.97708,1.02808,1.14245,0.0077725,0.0077725,0.0077725
137,29608.6,1.06452,1.24939,1.15692,0.67922,0.54287,0.6022,0.44611,0.97661,1.0261,1.14189,0.007756,0.007756,0.007756
138,29822.8,1.06253,1.24793,1.15714,0.6751,0.54582,0.60262,0.44658,0.97622,1.02418,1.14168,0.0077395,0.0077395,0.0077395
139,30037.1,1.0634,1.24565,1.16001,0.67507,0.54647,0.60334,0.44678,0.97593,1.02249,1.14133,0.007723,0.007723,0.007723
140,30251.8,1.0634,1.24495,1.15415,0.68143,0.54383,0.60344,0.44746,0.97576,1.02088,1.14101,0.0077065,0.0077065,0.0077065
141,30466,1.05834,1.23993,1.15349,0.68757,0.54038,0.60352,0.44757,0.97549,1.01902,1.14057,0.00769,0.00769,0.00769
142,30680.2,1.06076,1.23967,1.15279,0.68633,0.54258,0.60399,0.44801,0.97504,1.01771,1.14013,0.0076735,0.0076735,0.0076735
143,30894.8,1.06196,1.23857,1.15491,0.6801,0.54624,0.60439,0.44852,0.97482,1.01644,1.13993,0.007657,0.007657,0.007657
144,31109.1,1.06035,1.2353,1.15316,0.67942,0.54774,0.60503,0.44878,0.97438,1.01498,1.13936,0.0076405,0.0076405,0.0076405
145,31323.7,1.05641,1.23696,1.15335,0.6801,0.54723,0.60554,0.44894,0.9742,1.01347,1.13913,0.007624,0.007624,0.007624
146,31538.2,1.05493,1.23285,1.15158,0.67511,0.54948,0.60622,0.44958,0.97389,1.01208,1.13886,0.0076075,0.0076075,0.0076075
147,31753.1,1.05529,1.23445,1.15072,0.67611,0.54958,0.60676,0.44988,0.97348,1.01065,1.13845,0.007591,0.007591,0.007591
148,31967.4,1.05546,1.23527,1.15177,0.67638,0.55062,0.60728,0.45047,0.97335,1.00945,1.13811,0.0075745,0.0075745,0.0075745
149,32182.1,1.05896,1.23582,1.15507,0.67644,0.55095,0.60757,0.45077,0.97297,1.00813,1.13766,0.007558,0.007558,0.007558
150,32396.9,1.05919,1.23984,1.15621,0.67679,0.55078,0.608,0.4511,0.97247,1.00657,1.13717,0.0075415,0.0075415,0.0075415
151,32613,1.0597,1.23717,1.15392,0.68014,0.55045,0.60849,0.45128,0.97215,1.00534,1.13675,0.007525,0.007525,0.007525
152,32827.6,1.05973,1.23093,1.15042,0.68139,0.54943,0.60859,0.45141,0.97169,1.00371,1.13635,0.0075085,0.0075085,0.0075085
153,33042.1,1.05914,1.23359,1.15367,0.68473,0.54848,0.60916,0.45188,0.97147,1.00219,1.13605,0.007492,0.007492,0.007492
154,33256.4,1.06351,1.24031,1.15504,0.68339,0.55031,0.60994,0.45255,0.97088,1.0008,1.13562,0.0074755,0.0074755,0.0074755
155,33470.6,1.05618,1.22997,1.15255,0.68627,0.55106,0.61076,0.4528,0.97069,0.99952,1.13536,0.007459,0.007459,0.007459
156,33685,1.05645,1.22724,1.15092,0.68788,0.55032,0.61116,0.45323,0.97035,0.99856,1.13508,0.0074425,0.0074425,0.0074425
157,33899.8,1.05559,1.23108,1.14959,0.68945,0.55057,0.61171,0.45352,0.96988,0.99698,1.13468,0.007426,0.007426,0.007426
158,34115.7,1.05041,1.21943,1.14931,0.69186,0.54991,0.61221,0.45373,0.96954,0.99549,1.13433,0.0074095,0.0074095,0.0074095
159,34330.6,1.05331,1.22891,1.15032,0.68963,0.55122,0.61253,0.45429,0.96931,0.99443,1.13409,0.007393,0.007393,0.007393
160,34545.2,1.05767,1.2283,1.15055,0.69172,0.55042,0.61286,0.45449,0.96892,0.99309,1.13376,0.0073765,0.0073765,0.0073765
161,34759.6,1.0495,1.22119,1.14539,0.69045,0.55073,0.61305,0.45496,0.96866,0.99184,1.13337,0.00736,0.00736,0.00736
162,34974.5,1.05245,1.22119,1.14693,0.68654,0.55397,0.61331,0.45516,0.96836,0.99065,1.13288,0.0073435,0.0073435,0.0073435
163,35189.3,1.05307,1.22011,1.14968,0.6892,0.55374,0.61396,0.45569,0.96835,0.98955,1.13283,0.007327,0.007327,0.007327
164,35404,1.05439,1.21977,1.14749,0.68396,0.55542,0.61433,0.45595,0.96818,0.98823,1.1325,0.0073105,0.0073105,0.0073105
165,35618.9,1.05089,1.21688,1.14689,0.68769,0.553,0.61502,0.4565,0.96771,0.98711,1.13202,0.007294,0.007294,0.007294
166,35833,1.04792,1.21561,1.14474,0.68776,0.55357,0.61533,0.45689,0.96745,0.98633,1.13178,0.0072775,0.0072775,0.0072775
167,36047.6,1.04641,1.21198,1.14793,0.68786,0.55352,0.61555,0.45724,0.96729,0.98524,1.13154,0.007261,0.007261,0.007261
168,36262.3,1.05595,1.22813,1.15114,0.68649,0.55435,0.61527,0.45708,0.96697,0.98418,1.13119,0.0072445,0.0072445,0.0072445
169,36476.5,1.05216,1.21028,1.14638,0.68308,0.55583,0.61607,0.45766,0.96663,0.9832,1.13092,0.007228,0.007228,0.007228
170,36690.9,1.04408,1.21035,1.14704,0.68538,0.55511,0.6167,0.45838,0.9663,0.98237,1.13055,0.0072115,0.0072115,0.0072115
171,36905.2,1.04877,1.21384,1.14648,0.68312,0.55777,0.61682,0.45868,0.96607,0.98113,1.13026,0.007195,0.007195,0.007195
172,37119.9,1.04885,1.21003,1.14512,0.68426,0.55806,0.61699,0.4589,0.96601,0.98024,1.12997,0.0071785,0.0071785,0.0071785
173,37334.3,1.04877,1.21292,1.14658,0.68388,0.55807,0.61766,0.45953,0.96561,0.97934,1.12966,0.007162,0.007162,0.007162
174,37548.7,1.04988,1.21064,1.14511,0.68304,0.55947,0.61791,0.45992,0.96542,0.97851,1.12932,0.0071455,0.0071455,0.0071455
175,37762.8,1.04738,1.21201,1.1461,0.68236,0.5602,0.61815,0.45973,0.96521,0.97748,1.12906,0.007129,0.007129,0.007129
176,37977.3,1.05294,1.21044,1.144,0.68785,0.55706,0.61848,0.46001,0.96495,0.97665,1.1286,0.0071125,0.0071125,0.0071125
177,38191.6,1.04598,1.20516,1.14453,0.6848,0.56058,0.61878,0.46011,0.96483,0.97585,1.1283,0.007096,0.007096,0.007096
178,38405.7,1.04681,1.21445,1.14432,0.68376,0.56225,0.61908,0.46045,0.96465,0.97521,1.12803,0.0070795,0.0070795,0.0070795
179,38620.6,1.04265,1.20038,1.14249,0.6869,0.56077,0.61966,0.46075,0.96426,0.97443,1.12769,0.007063,0.007063,0.007063
180,38835,1.04543,1.20716,1.14369,0.6866,0.56096,0.62005,0.46081,0.9639,0.97385,1.1274,0.0070465,0.0070465,0.0070465
181,39049.4,1.04962,1.20879,1.14452,0.68507,0.56249,0.62041,0.4611,0.96373,0.97312,1.12704,0.00703,0.00703,0.00703
182,39265.9,1.05002,1.21183,1.14562,0.68532,0.56514,0.62099,0.46148,0.96359,0.97262,1.12678,0.0070135,0.0070135,0.0070135
183,39480.5,1.04573,1.21075,1.14431,0.67806,0.56848,0.62133,0.46181,0.96328,0.97164,1.12654,0.006997,0.006997,0.006997
184,39695.3,1.04812,1.2055,1.14437,0.68187,0.56644,0.62199,0.46225,0.96288,0.97111,1.12629,0.0069805,0.0069805,0.0069805
185,39909.5,1.04906,1.21191,1.14583,0.68166,0.56653,0.62225,0.4627,0.96278,0.97056,1.1261,0.006964,0.006964,0.006964
186,40124,1.04729,1.217,1.14538,0.68219,0.56639,0.62244,0.46292,0.96283,0.96992,1.12595,0.0069475,0.0069475,0.0069475
187,40338.4,1.05011,1.20784,1.14294,0.68388,0.56546,0.62248,0.46304,0.96272,0.96954,1.12569,0.006931,0.006931,0.006931
188,40553,1.04603,1.20552,1.14276,0.68386,0.56576,0.62266,0.4632,0.96238,0.96871,1.12545,0.0069145,0.0069145,0.0069145
