epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
87,108301,1.70441,0.70264,0.89652,1.19613,0.122596,0.122596,0.122596
88,109540,1.69906,0.7032,0.89696,1.19254,0.121076,0.121076,0.121076
89,110784,1.69177,0.7042,0.89784,1.18846,0.119551,0.119551,0.119551
90,112022,1.68444,0.7052,0.89758,1.18536,0.118021,0.118021,0.118021
91,113261,1.6805,0.70486,0.89846,1.18429,0.116487,0.116487,0.116487
92,114499,1.67146,0.70616,0.89844,1.17949,0.114949,0.114949,0.114949
93,115736,1.66652,0.70608,0.89888,1.17788,0.113408,0.113408,0.113408
94,116976,1.65904,0.70728,0.89936,1.17482,0.111864,0.111864,0.111864
95,118219,1.65267,0.70834,0.89946,1.1725,0.110317,0.110317,0.110317
96,119455,1.64862,0.70896,0.90042,1.16936,0.108767,0.108767,0.108767
97,120692,1.63883,0.70908,0.9011,1.16576,0.107216,0.107216,0.107216
98,121930,1.63317,0.71,0.9008,1.16438,0.105664,0.105664,0.105664
99,123167,1.62639,0.71078,0.90144,1.16034,0.10411,0.10411,0.10411
100,124407,1.61941,0.71172,0.90232,1.15595,0.102555,0.102555,0.102555
101,125652,1.61319,0.71246,0.90312,1.15239,0.101,0.101,0.101
102,126890,1.60584,0.71352,0.90306,1.14943,0.099445,0.099445,0.099445
103,128128,1.59931,0.71372,0.9033,1.145,0.0978903,0.0978903,0.0978903
104,129371,1.59034,0.7153,0.90372,1.14248,0.0963365,0.0963365,0.0963365
105,130609,1.58275,0.71588,0.90514,1.14054,0.0947837,0.0947837,0.0947837
106,131849,1.5753,0.71648,0.90562,1.13704,0.0932325,0.0932325,0.0932325
107,133087,1.56618,0.71768,0.90586,1.13319,0.0916833,0.0916833,0.0916833
108,134325,1.56314,0.71874,0.9059,1.12833,0.0901363,0.0901363,0.0901363
109,135566,1.55298,0.71912,0.90562,1.12538,0.088592,0.088592,0.088592
110,136806,1.5452,0.71996,0.90696,1.12167,0.0870508,0.0870508,0.0870508
111,138041,1.5375,0.71976,0.90666,1.11864,0.085513,0.085513,0.085513
112,139281,1.52954,0.7213,0.90708,1.11491,0.083979,0.083979,0.083979
113,140525,1.52341,0.72144,0.90774,1.11212,0.0824492,0.0824492,0.0824492
114,141765,1.51334,0.72194,0.90772,1.11028,0.0809241,0.0809241,0.0809241
115,143005,1.5044,0.7234,0.90878,1.10651,0.0794038,0.0794038,0.0794038
116,144246,1.4963,0.72376,0.90882,1.10232,0.0778889,0.0778889,0.0778889
117,145490,1.48822,0.72472,0.9093,1.09815,0.0763797,0.0763797,0.0763797
118,146732,1.48224,0.725,0.90908,1.09532,0.0748766,0.0748766,0.0748766
119,147976,1.4731,0.7265,0.90982,1.09103,0.0733799,0.0733799,0.0733799
120,149214,1.46337,0.7264,0.9104,1.08714,0.07189,0.07189,0.07189
121,150459,1.45498,0.72812,0.91046,1.08272,0.0704073,0.0704073,0.0704073
122,151700,1.44628,0.72802,0.91064,1.07893,0.0689322,0.0689322,0.0689322
123,152943,1.43814,0.72842,0.91242,1.07664,0.0674649,0.0674649,0.0674649
124,154186,1.42603,0.72962,0.91302,1.07161,0.066006,0.066006,0.066006
125,155426,1.41984,0.72964,0.91344,1.06681,0.0645557,0.0645557,0.0645557
126,156669,1.41021,0.73102,0.9143,1.06409,0.0631143,0.0631143,0.0631143
127,157909,1.39987,0.73204,0.91454,1.06208,0.0616824,0.0616824,0.0616824
128,159145,1.39324,0.73286,0.91506,1.0583,0.0602601,0.0602601,0.0602601
129,160385,1.38178,0.73354,0.91574,1.05515,0.0588479,0.0588479,0.0588479
130,161628,1.37385,0.73438,0.91628,1.05134,0.057446,0.057446,0.057446
131,162870,1.36261,0.73494,0.91628,1.04751,0.0560549,0.0560549,0.0560549
132,164106,1.35338,0.73542,0.9167,1.04431,0.0546749,0.0546749,0.0546749
133,165349,1.34452,0.73692,0.91688,1.04048,0.0533064,0.0533064,0.0533064
134,166591,1.33417,0.73718,0.91754,1.03728,0.0519496,0.0519496,0.0519496
135,167833,1.32457,0.73786,0.9178,1.03473,0.0506049,0.0506049,0.0506049
136,169067,1.3139,0.73772,0.91878,1.03129,0.0492726,0.0492726,0.0492726
137,170309,1.30449,0.73916,0.91898,1.02708,0.0479531,0.0479531,0.0479531
138,171553,1.29261,0.7403,0.9198,1.02268,0.0466467,0.0466467,0.0466467
139,172795,1.28251,0.74034,0.92048,1.0197,0.0453537,0.0453537,0.0453537
140,174038,1.27245,0.74236,0.92042,1.01532,0.0440745,0.0440745,0.0440745
141,175275,1.26131,0.74346,0.92192,1.01233,0.0428093,0.0428093,0.0428093
142,176520,1.25231,0.74342,0.92186,1.00988,0.0415584,0.0415584,0.0415584
143,177758,1.24146,0.74428,0.92168,1.00709,0.0403222,0.0403222,0.0403222
144,178997,1.23116,0.74544,0.92232,1.003,0.039101,0.039101,0.039101
145,180240,1.21805,0.7453,0.92248,0.99968,0.037895,0.037895,0.037895
146,181482,1.20641,0.74554,0.92296,0.99974,0.0367046,0.0367046,0.0367046
147,182720,1.19608,0.7466,0.92332,0.99503,0.0355301,0.0355301,0.0355301
148,183962,1.18352,0.7485,0.92448,0.99132,0.0343718,0.0343718,0.0343718
149,185209,1.17342,0.74944,0.92514,0.98698,0.0332298,0.0332298,0.0332298
150,186451,1.161,0.74976,0.925,0.98495,0.0321046,0.0321046,0.0321046
151,187693,1.14754,0.75044,0.92514,0.98261,0.0309964,0.0309964,0.0309964
152,188933,1.13663,0.7509,0.92548,0.97897,0.0299055,0.0299055,0.0299055
153,190168,1.12493,0.75098,0.92602,0.97634,0.0288321,0.0288321,0.0288321
154,191413,1.10997,0.75082,0.92666,0.97219,0.0277765,0.0277765,0.0277765
155,192655,1.0991,0.75224,0.92718,0.96936,0.026739,0.026739,0.026739
156,193894,1.08737,0.75308,0.9269,0.96629,0.0257198,0.0257198,0.0257198
157,195135,1.07447,0.75432,0.92708,0.96354,0.0247192,0.0247192,0.0247192
158,196374,1.06058,0.75544,0.9273,0.9615,0.0237374,0.0237374,0.0237374
159,197618,1.04825,0.75494,0.92792,0.95876,0.0227747,0.0227747,0.0227747
160,198856,1.03482,0.75522,0.92822,0.9558,0.0218312,0.0218312,0.0218312
161,200096,1.02387,0.75736,0.92852,0.95286,0.0209073,0.0209073,0.0209073
162,201338,1.00843,0.75796,0.92884,0.95037,0.0200032,0.0200032,0.0200032
163,202576,0.99437,0.75748,0.92892,0.94828,0.019119,0.019119,0.019119
164,203818,0.98033,0.75864,0.92918,0.94582,0.0182551,0.0182551,0.0182551
165,205061,0.96678,0.7583,0.92982,0.94456,0.0174115,0.0174115,0.0174115
166,206298,0.95311,0.7599,0.9296,0.94168,0.0165886,0.0165886,0.0165886
167,207533,0.93867,0.7603,0.93028,0.94103,0.0157865,0.0157865,0.0157865
168,208769,0.92439,0.76102,0.9296,0.93853,0.0150055,0.0150055,0.0150055
169,210006,0.91175,0.76166,0.93116,0.93653,0.0142456,0.0142456,0.0142456
170,211241,0.89643,0.76144,0.93112,0.93425,0.0135072,0.0135072,0.0135072
171,212479,0.88179,0.7621,0.93096,0.93415,0.0127904,0.0127904,0.0127904
172,213718,0.86632,0.76268,0.93128,0.93407,0.0120953,0.0120953,0.0120953
173,214956,0.85105,0.76188,0.9314,0.93316,0.0114221,0.0114221,0.0114221
174,216198,0.83648,0.76268,0.93152,0.93243,0.0107711,0.0107711,0.0107711
175,217438,0.82111,0.76292,0.9318,0.93118,0.0101423,0.0101423,0.0101423
176,218673,0.80612,0.76414,0.93172,0.93083,0.00953593,0.00953593,0.00953593
177,219912,0.79041,0.76396,0.93194,0.93018,0.00895213,0.00895213,0.00895213
178,221152,0.77774,0.76314,0.93154,0.92955,0.00839104,0.00839104,0.00839104
179,222389,0.75946,0.76388,0.93176,0.92965,0.0078528,0.0078528,0.0078528
180,223628,0.74509,0.76292,0.93176,0.93091,0.00733755,0.00733755,0.00733755
181,224866,0.7289,0.7634,0.9324,0.93054,0.0068454,0.0068454,0.0068454
182,226102,0.71558,0.76386,0.93234,0.93142,0.00637649,0.00637649,0.00637649
183,227338,0.70093,0.76444,0.93182,0.93222,0.00593093,0.00593093,0.00593093
184,228580,0.68764,0.76388,0.93186,0.9332,0.00550882,0.00550882,0.00550882
185,229818,0.67108,0.76388,0.9319,0.93532,0.00511027,0.00511027,0.00511027
186,231060,0.65774,0.76368,0.93268,0.93695,0.00473538,0.00473538,0.00473538
187,232300,0.64377,0.76296,0.93228,0.94,0.00438424,0.00438424,0.00438424
188,233544,0.63215,0.76354,0.93258,0.94065,0.00405694,0.00405694,0.00405694
189,234782,0.61884,0.76368,0.93242,0.94225,0.00375356,0.00375356,0.00375356
190,236024,0.60682,0.76332,0.93242,0.944,0.00347418,0.00347418,0.00347418
191,237274,0.5942,0.76284,0.93202,0.94653,0.00321885,0.00321885,0.00321885
192,238522,0.58291,0.76318,0.93266,0.94908,0.00298766,0.00298766,0.00298766
193,239768,0.57307,0.7618,0.9317,0.95158,0.00278064,0.00278064,0.00278064
194,241002,0.56294,0.76212,0.93118,0.95439,0.00259787,0.00259787,0.00259787
195,242236,0.55618,0.76212,0.93072,0.95685,0.00243937,0.00243937,0.00243937
196,243471,0.54798,0.7609,0.93072,0.9596,0.00230518,0.00230518,0.00230518
197,244704,0.54122,0.7608,0.93054,0.96164,0.00219535,0.00219535,0.00219535
198,245935,0.53693,0.76066,0.9304,0.96368,0.0021099,0.0021099,0.0021099
199,247164,0.53086,0.76062,0.93018,0.96584,0.00204885,0.00204885,0.00204885
200,248379,0.52699,0.75998,0.93018,0.96805,0.00201221,0.00201221,0.00201221
