epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
106,32260.2,0.97797,1.12998,1.13304,0.68418,0.53542,0.59838,0.44866,0.94822,1.0349,1.17602,0.0082675,0.0082675,0.0082675
107,32563.2,0.97675,1.13333,1.13625,0.68612,0.5357,0.59894,0.44947,0.94725,1.03272,1.17522,0.008251,0.008251,0.008251
108,32867.3,0.97483,1.12204,1.13612,0.68442,0.53713,0.5999,0.45016,0.94618,1.03007,1.1741,0.0082345,0.0082345,0.0082345
109,33170,0.97532,1.12153,1.13276,0.68067,0.5404,0.60024,0.45039,0.94552,1.02823,1.17331,0.008218,0.008218,0.008218
110,33473.4,0.97454,1.11961,1.1333,0.68631,0.53793,0.60133,0.45098,0.94498,1.02611,1.17265,0.0082015,0.0082015,0.0082015
111,33776.9,0.96568,1.11712,1.13012,0.68529,0.53844,0.60167,0.45166,0.94441,1.02381,1.17198,0.008185,0.008185,0.008185
112,34080.9,0.97712,1.12236,1.13411,0.68625,0.5388,0.60263,0.45244,0.94361,1.02158,1.17124,0.0081685,0.0081685,0.0081685
113,34385.1,0.97479,1.12192,1.13109,0.68665,0.53899,0.6033,0.45306,0.94317,1.0194,1.17074,0.008152,0.008152,0.008152
114,34689.6,0.97852,1.12115,1.1336,0.68607,0.53965,0.60439,0.45379,0.94239,1.01714,1.16991,0.0081355,0.0081355,0.0081355
115,34994,0.97549,1.11107,1.13009,0.68112,0.54321,0.605,0.45418,0.94177,1.01466,1.16923,0.008119,0.008119,0.008119
116,35297.4,0.9708,1.11874,1.13355,0.68121,0.54405,0.60573,0.455,0.94107,1.01242,1.16845,0.0081025,0.0081025,0.0081025
117,35601,0.96663,1.11568,1.1321,0.68254,0.54455,0.60646,0.4559,0.94065,1.01004,1.16801,0.008086,0.008086,0.008086
118,35904.7,0.96825,1.11106,1.13056,0.67577,0.54924,0.60757,0.45671,0.93996,1.00734,1.16725,0.0080695,0.0080695,0.0080695
119,36208.7,0.97528,1.11518,1.13216,0.67628,0.55068,0.60825,0.45739,0.93947,1.00511,1.16656,0.008053,0.008053,0.008053
120,36511,0.96854,1.10577,1.1312,0.67726,0.55234,0.60886,0.45794,0.93905,1.00292,1.16603,0.0080365,0.0080365,0.0080365
121,36815.2,0.96479,1.11572,1.12985,0.67442,0.55459,0.60973,0.45856,0.93847,1.00126,1.1653,0.00802,0.00802,0.00802
122,37119.4,0.96342,1.10401,1.12573,0.67511,0.55476,0.61044,0.45918,0.93786,0.99896,1.16452,0.0080035,0.0080035,0.0080035
123,37423.3,0.97349,1.11714,1.13483,0.67561,0.55502,0.61105,0.45977,0.93703,0.99651,1.16394,0.007987,0.007987,0.007987
124,37726.6,0.97304,1.10779,1.13077,0.67703,0.5555,0.61189,0.46008,0.93642,0.99416,1.16326,0.0079705,0.0079705,0.0079705
125,38029.6,0.9684,1.10398,1.12962,0.67825,0.55573,0.61258,0.4606,0.93587,0.99224,1.16238,0.007954,0.007954,0.007954
126,38333.1,0.96818,1.10369,1.12674,0.6809,0.55482,0.61338,0.46129,0.93515,0.99021,1.16161,0.0079375,0.0079375,0.0079375
127,38636.7,0.97034,1.11277,1.12979,0.68491,0.55207,0.61376,0.46181,0.93481,0.98843,1.16113,0.007921,0.007921,0.007921
128,38941.2,0.97072,1.12103,1.12947,0.68238,0.55509,0.61474,0.46265,0.93404,0.98624,1.16037,0.0079045,0.0079045,0.0079045
129,39244.8,0.9696,1.11298,1.12954,0.68492,0.5554,0.61531,0.4631,0.93326,0.98457,1.15963,0.007888,0.007888,0.007888
130,39548.7,0.9619,1.09343,1.12353,0.67951,0.55833,0.61567,0.46348,0.93266,0.98298,1.15907,0.0078715,0.0078715,0.0078715
131,39852.9,0.96819,1.1125,1.12864,0.68164,0.55763,0.61623,0.46422,0.93202,0.98113,1.15841,0.007855,0.007855,0.007855
132,40156.8,0.96419,1.10421,1.12637,0.68001,0.55801,0.61691,0.46486,0.93154,0.97952,1.15764,0.0078385,0.0078385,0.0078385
133,40460.8,0.9664,1.10669,1.12718,0.67904,0.55836,0.61767,0.46532,0.93113,0.9779,1.15706,0.007822,0.007822,0.007822
134,40764.7,0.97545,1.10483,1.13036,0.67717,0.56108,0.61823,0.46568,0.93082,0.97644,1.15652,0.0078055,0.0078055,0.0078055
135,41067.9,0.96566,1.09771,1.12706,0.67562,0.56365,0.61886,0.46586,0.93025,0.97472,1.15588,0.007789,0.007789,0.007789
136,41383.1,0.96239,1.09664,1.12777,0.67774,0.56369,0.61955,0.46634,0.9297,0.97266,1.15534,0.0077725,0.0077725,0.0077725
137,41685.5,0.96998,1.10258,1.12875,0.67972,0.56338,0.62004,0.46694,0.92922,0.97089,1.1551,0.007756,0.007756,0.007756
138,41992,0.96805,1.10096,1.12726,0.68487,0.56094,0.62035,0.46736,0.92871,0.96909,1.15456,0.0077395,0.0077395,0.0077395
139,42296.1,0.96668,1.09179,1.12774,0.68974,0.55842,0.62128,0.46795,0.9285,0.96744,1.15422,0.007723,0.007723,0.007723
140,42600.6,0.96461,1.09266,1.12479,0.68805,0.55983,0.62185,0.46832,0.92789,0.96589,1.15354,0.0077065,0.0077065,0.0077065
141,42903.9,0.96112,1.09696,1.1247,0.6887,0.56068,0.62249,0.46886,0.92746,0.96427,1.15302,0.00769,0.00769,0.00769
142,43207.7,0.95687,1.09184,1.12688,0.69253,0.55886,0.62265,0.46922,0.92715,0.96264,1.15285,0.0076735,0.0076735,0.0076735
143,43511.9,0.96585,1.09383,1.12554,0.68902,0.56225,0.62369,0.46989,0.92666,0.96113,1.1523,0.007657,0.007657,0.007657
144,43815.9,0.95516,1.08312,1.12026,0.69696,0.55752,0.62417,0.47064,0.92611,0.95968,1.1519,0.0076405,0.0076405,0.0076405
145,44119.8,0.958,1.08982,1.12508,0.69824,0.55933,0.62478,0.47118,0.92567,0.95834,1.15125,0.007624,0.007624,0.007624
146,44424.3,0.96175,1.09193,1.12436,0.6994,0.55869,0.62549,0.47143,0.92514,0.95708,1.1508,0.0076075,0.0076075,0.0076075
147,44727.6,0.9574,1.08687,1.12248,0.70167,0.55746,0.62602,0.47184,0.92489,0.9558,1.15043,0.007591,0.007591,0.007591
148,45031.8,0.96318,1.08661,1.1249,0.699,0.55965,0.62647,0.47247,0.92455,0.95446,1.14989,0.0075745,0.0075745,0.0075745
149,45336,0.95757,1.08556,1.12022,0.70014,0.55981,0.62703,0.47288,0.92419,0.95327,1.14926,0.007558,0.007558,0.007558
150,45639.9,0.96053,1.09134,1.12628,0.69941,0.55984,0.62751,0.47353,0.92366,0.95183,1.14859,0.0075415,0.0075415,0.0075415
151,45943.9,0.9586,1.08377,1.11973,0.69846,0.55954,0.62792,0.47384,0.92354,0.95076,1.14835,0.007525,0.007525,0.007525
152,46248.8,0.95125,1.07577,1.11829,0.69906,0.56055,0.62809,0.47421,0.92334,0.94941,1.14787,0.0075085,0.0075085,0.0075085
153,46551.6,0.95752,1.08374,1.12089,0.69691,0.56158,0.62865,0.47466,0.92271,0.94788,1.14736,0.007492,0.007492,0.007492
154,46856.7,0.95803,1.08984,1.12423,0.69108,0.56664,0.62905,0.47529,0.92237,0.94685,1.14694,0.0074755,0.0074755,0.0074755
155,47159.1,0.95714,1.07804,1.12101,0.68943,0.56773,0.62973,0.4752,0.92191,0.94549,1.14635,0.007459,0.007459,0.007459
156,47462.6,0.95438,1.07875,1.12105,0.69024,0.5676,0.62981,0.47569,0.92163,0.94437,1.14603,0.0074425,0.0074425,0.0074425
157,47765.1,0.94837,1.07339,1.11489,0.69276,0.56756,0.63032,0.47589,0.92118,0.94324,1.14554,0.007426,0.007426,0.007426
158,48069,0.95331,1.06575,1.11745,0.6927,0.56887,0.63059,0.47612,0.92077,0.94188,1.14506,0.0074095,0.0074095,0.0074095
159,48373.6,0.95727,1.07905,1.12119,0.69139,0.56985,0.63086,0.47626,0.92043,0.9408,1.14459,0.007393,0.007393,0.007393
160,48678.7,0.95167,1.06921,1.119,0.69375,0.56885,0.63132,0.47639,0.92009,0.93974,1.14413,0.0073765,0.0073765,0.0073765
161,48982.8,0.95616,1.08179,1.12156,0.69409,0.56885,0.63175,0.47669,0.92003,0.9387,1.14388,0.00736,0.00736,0.00736
162,49287.2,0.95438,1.0711,1.11913,0.69535,0.5682,0.63204,0.47685,0.91965,0.93774,1.14341,0.0073435,0.0073435,0.0073435
163,49590.8,0.95493,1.07223,1.117,0.69558,0.56895,0.63258,0.47753,0.91954,0.93684,1.14308,0.007327,0.007327,0.007327
164,49894.5,0.94677,1.07182,1.11536,0.69419,0.57039,0.63298,0.4777,0.91909,0.93544,1.14267,0.0073105,0.0073105,0.0073105
165,50198.5,0.95265,1.07371,1.12032,0.69667,0.56935,0.63355,0.47817,0.91892,0.93431,1.1424,0.007294,0.007294,0.007294
166,50501.8,0.95795,1.07824,1.11919,0.69877,0.56895,0.63416,0.47823,0.9186,0.93326,1.14196,0.0072775,0.0072775,0.0072775
167,50804.7,0.95818,1.07476,1.12042,0.70144,0.56817,0.63461,0.47874,0.91843,0.93223,1.14172,0.007261,0.007261,0.007261
168,51108.1,0.95314,1.07125,1.11784,0.69961,0.56987,0.63532,0.47945,0.91816,0.93127,1.1414,0.0072445,0.0072445,0.0072445
169,51411.8,0.95106,1.07825,1.12168,0.69874,0.57018,0.63585,0.47979,0.9178,0.93024,1.14117,0.007228,0.007228,0.007228
170,51714,0.94565,1.0676,1.11741,0.69564,0.57332,0.63626,0.48012,0.91758,0.92937,1.14089,0.0072115,0.0072115,0.0072115
171,52017.5,0.95053,1.07181,1.1207,0.69502,0.57369,0.63659,0.4804,0.91713,0.92805,1.14052,0.007195,0.007195,0.007195
172,52321.4,0.94709,1.06137,1.1152,0.69141,0.5765,0.63676,0.48067,0.91694,0.92698,1.14022,0.0071785,0.0071785,0.0071785
173,52625.8,0.95164,1.06841,1.11616,0.69385,0.57602,0.63731,0.4811,0.91691,0.92632,1.14004,0.007162,0.007162,0.007162
174,52929.9,0.94266,1.06121,1.11548,0.69596,0.57561,0.63781,0.48115,0.91669,0.9252,1.13977,0.0071455,0.0071455,0.0071455
175,53233,0.9384,1.05597,1.11269,0.69362,0.57713,0.63799,0.48142,0.91627,0.92397,1.13948,0.007129,0.007129,0.007129
176,53537.4,0.94645,1.06363,1.11413,0.69467,0.57766,0.63837,0.482,0.91601,0.92313,1.13932,0.0071125,0.0071125,0.0071125
177,53841.7,0.94928,1.06952,1.11734,0.69635,0.57698,0.6384,0.48192,0.9158,0.9223,1.1392,0.007096,0.007096,0.007096
178,54144.4,0.94529,1.06347,1.11707,0.69836,0.57571,0.6385,0.4822,0.91562,0.92166,1.13919,0.0070795,0.0070795,0.0070795
179,54448.2,0.94782,1.06924,1.11741,0.69915,0.57516,0.6387,0.48233,0.91546,0.92109,1.13909,0.007063,0.007063,0.007063
180,54752.7,0.94358,1.05353,1.11518,0.70066,0.57553,0.63922,0.48259,0.91505,0.91994,1.13874,0.0070465,0.0070465,0.0070465
181,55056.7,0.94875,1.07221,1.11795,0.70077,0.57615,0.63971,0.48269,0.91489,0.91906,1.13851,0.00703,0.00703,0.00703
182,55361.4,0.94295,1.05409,1.11148,0.70103,0.57655,0.63997,0.483,0.91446,0.91823,1.13811,0.0070135,0.0070135,0.0070135
183,55665.5,0.94807,1.06355,1.11615,0.70085,0.5776,0.64053,0.48347,0.9145,0.91758,1.13801,0.006997,0.006997,0.006997
184,55986.9,0.94471,1.06359,1.11475,0.69815,0.57889,0.64084,0.48387,0.91432,0.91664,1.13782,0.0069805,0.0069805,0.0069805
185,56319.6,0.94876,1.06393,1.11823,0.70058,0.57864,0.64114,0.48415,0.91378,0.91565,1.13741,0.006964,0.006964,0.006964
186,56627.9,0.95037,1.06443,1.11805,0.70542,0.57676,0.64146,0.48437,0.91333,0.91481,1.13694,0.0069475,0.0069475,0.0069475
187,56930.8,0.94852,1.06088,1.11522,0.70431,0.57787,0.64175,0.48471,0.91255,0.91415,1.13638,0.006931,0.006931,0.006931
