epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,31797.4,1.07846,2.44568,1.34981,1.18114,0.61803,0.48519,0.52464,0.3826,0.61297,0.46422,0.49995,0.31814,1.01745,2.32183,1.17788,1.21478,0.009439,0.009439,0.009439
36,32710.3,1.07421,2.43827,1.3379,1.17638,0.617,0.48668,0.52558,0.38379,0.61218,0.46623,0.50095,0.3188,1.01695,2.32113,1.17863,1.21406,0.0094225,0.0094225,0.0094225
37,33634.8,1.0707,2.43233,1.33213,1.1759,0.61638,0.48956,0.52673,0.38487,0.61395,0.46721,0.50211,0.31981,1.01654,2.32048,1.17919,1.21339,0.009406,0.009406,0.009406
38,34551.4,1.06817,2.42392,1.32182,1.17261,0.61559,0.49205,0.52835,0.38649,0.60728,0.47295,0.50357,0.32117,1.01591,2.32014,1.17865,1.21258,0.0093895,0.0093895,0.0093895
39,35466.1,1.06302,2.42494,1.31839,1.17071,0.61805,0.49165,0.52922,0.3875,0.60951,0.47354,0.50493,0.32179,1.01514,2.31906,1.17816,1.2116,0.009373,0.009373,0.009373
40,36386.6,1.06106,2.40671,1.31114,1.16749,0.61789,0.49342,0.53062,0.3885,0.60703,0.47499,0.50611,0.32265,1.01431,2.31789,1.17717,1.21057,0.0093565,0.0093565,0.0093565
41,37307.6,1.06573,2.42133,1.31876,1.16747,0.62116,0.49474,0.53201,0.39015,0.60777,0.47796,0.50785,0.32371,1.01311,2.31644,1.1749,1.20912,0.00934,0.00934,0.00934
42,38242.4,1.06501,2.41719,1.31162,1.16798,0.62552,0.4919,0.53298,0.39114,0.61645,0.47434,0.50915,0.32472,1.0118,2.31483,1.17248,1.2078,0.0093235,0.0093235,0.0093235
43,39178.9,1.05974,2.40944,1.30107,1.16514,0.63119,0.49215,0.53466,0.3926,0.62318,0.47274,0.51072,0.32575,1.01049,2.31276,1.16987,1.20632,0.009307,0.009307,0.009307
44,40116.9,1.05483,2.39774,1.30578,1.16472,0.6335,0.49601,0.53741,0.39431,0.62438,0.47581,0.51264,0.32698,1.00956,2.30947,1.16651,1.2051,0.0092905,0.0092905,0.0092905
45,41055.5,1.05323,2.39385,1.29906,1.16209,0.63533,0.49577,0.53935,0.39619,0.62547,0.47649,0.51369,0.32817,1.00778,2.30575,1.16293,1.20326,0.009274,0.009274,0.009274
46,41996.7,1.05316,2.39449,1.29186,1.16047,0.63533,0.49742,0.54144,0.39754,0.62313,0.47931,0.51536,0.32933,1.00562,2.30276,1.15951,1.20111,0.0092575,0.0092575,0.0092575
47,42927.4,1.05601,2.40053,1.2944,1.16236,0.63806,0.49857,0.54318,0.39908,0.62563,0.48056,0.51727,0.33078,1.00433,2.29862,1.15619,1.19942,0.009241,0.009241,0.009241
48,43861.7,1.05343,2.39907,1.29213,1.16209,0.63931,0.50077,0.54517,0.40064,0.62808,0.48092,0.51865,0.33201,1.00253,2.29461,1.15133,1.19742,0.0092245,0.0092245,0.0092245
49,44788,1.05073,2.38746,1.28606,1.16092,0.63862,0.50317,0.54716,0.40242,0.62929,0.48296,0.52043,0.33372,1.00078,2.2917,1.14672,1.19558,0.009208,0.009208,0.009208
50,45726.1,1.05445,2.39701,1.28941,1.16245,0.63393,0.50708,0.54922,0.40465,0.62478,0.48711,0.52289,0.33526,0.99928,2.28713,1.14112,1.19362,0.0091915,0.0091915,0.0091915
51,46647.5,1.05132,2.39503,1.28836,1.15937,0.62948,0.50999,0.55091,0.406,0.62579,0.48776,0.52416,0.33694,0.99708,2.28263,1.13604,1.19129,0.009175,0.009175,0.009175
52,47564.1,1.04857,2.38232,1.27426,1.15502,0.63056,0.51132,0.55271,0.4079,0.62536,0.48931,0.52612,0.33815,0.99536,2.27731,1.13089,1.18924,0.0091585,0.0091585,0.0091585
53,48485.6,1.04661,2.38166,1.27892,1.15831,0.63601,0.50941,0.55389,0.40911,0.63002,0.48787,0.5271,0.33908,0.99359,2.27339,1.12555,1.18717,0.009142,0.009142,0.009142
54,49400.5,1.04564,2.36965,1.26691,1.15479,0.63605,0.51195,0.55569,0.41084,0.63188,0.48966,0.52902,0.34068,0.992,2.26866,1.12077,1.18539,0.0091255,0.0091255,0.0091255
55,50332.7,1.04064,2.36311,1.26532,1.15259,0.63514,0.51512,0.55739,0.41258,0.62968,0.49302,0.53068,0.34194,0.99019,2.26342,1.11528,1.18318,0.009109,0.009109,0.009109
56,51250.2,1.04589,2.37001,1.26455,1.15568,0.63514,0.51749,0.55946,0.41414,0.63033,0.49462,0.53298,0.34364,0.98888,2.25932,1.10958,1.18149,0.0090925,0.0090925,0.0090925
57,52167.5,1.03954,2.36539,1.26061,1.15114,0.63487,0.51962,0.56172,0.41566,0.62593,0.49779,0.53522,0.34507,0.98739,2.25476,1.10407,1.17958,0.009076,0.009076,0.009076
58,53093.3,1.03824,2.3607,1.2545,1.15079,0.63534,0.52148,0.56317,0.41693,0.62476,0.5003,0.53716,0.34623,0.98611,2.25077,1.09919,1.17786,0.0090595,0.0090595,0.0090595
59,54013.6,1.03843,2.36221,1.26102,1.15212,0.63478,0.52495,0.56528,0.41825,0.62548,0.50231,0.53911,0.3476,0.98452,2.24658,1.0938,1.17616,0.009043,0.009043,0.009043
60,54938,1.04017,2.36295,1.25177,1.15045,0.6368,0.52719,0.56745,0.42019,0.62901,0.50347,0.54141,0.34955,0.98292,2.24244,1.0888,1.17425,0.0090265,0.0090265,0.0090265
61,55865,1.03726,2.36084,1.26072,1.15041,0.64276,0.52651,0.56921,0.42197,0.63178,0.50427,0.5428,0.3507,0.98142,2.23758,1.08324,1.17235,0.00901,0.00901,0.00901
62,56789.6,1.03274,2.35381,1.25344,1.14869,0.64412,0.52566,0.57066,0.42333,0.63146,0.50654,0.54426,0.35218,0.97997,2.23318,1.07839,1.17059,0.0089935,0.0089935,0.0089935
63,57710.6,1.03524,2.35332,1.24302,1.14653,0.64601,0.52779,0.57172,0.42414,0.63139,0.50951,0.5453,0.35268,0.97898,2.22889,1.07322,1.16933,0.008977,0.008977,0.008977
64,58629,1.0347,2.35593,1.24957,1.14715,0.65081,0.5283,0.57372,0.42552,0.63748,0.50875,0.547,0.35372,0.97762,2.22497,1.0683,1.16784,0.0089605,0.0089605,0.0089605
65,59552.5,1.03385,2.35364,1.24701,1.14526,0.65266,0.52964,0.57527,0.42678,0.63734,0.51214,0.54876,0.35499,0.97665,2.22127,1.0635,1.16634,0.008944,0.008944,0.008944
66,60476.6,1.03435,2.34744,1.2429,1.14666,0.65863,0.52593,0.57629,0.42785,0.64613,0.50827,0.54997,0.35573,0.97553,2.2177,1.05845,1.16498,0.0089275,0.0089275,0.0089275
67,61405.1,1.02816,2.33678,1.2363,1.14471,0.66507,0.52461,0.57851,0.42933,0.64988,0.50789,0.55209,0.35733,0.97453,2.21381,1.0538,1.16372,0.008911,0.008911,0.008911
68,62349.5,1.03449,2.35859,1.24888,1.14726,0.66967,0.52409,0.57967,0.42995,0.65488,0.50867,0.55311,0.35826,0.97344,2.20903,1.04921,1.16204,0.0088945,0.0088945,0.0088945
69,63275.9,1.03023,2.34529,1.23624,1.14455,0.67167,0.52425,0.58132,0.43145,0.65977,0.50759,0.55451,0.35938,0.97246,2.20573,1.04565,1.161,0.008878,0.008878,0.008878
70,64207.5,1.03091,2.33433,1.23453,1.14427,0.67155,0.52659,0.58247,0.43242,0.6624,0.50876,0.55581,0.36028,0.97121,2.20246,1.04162,1.15976,0.0088615,0.0088615,0.0088615
71,65120.5,1.02574,2.32647,1.22685,1.14068,0.67702,0.52625,0.58362,0.43332,0.66434,0.50851,0.55657,0.36096,0.97034,2.19872,1.03787,1.15858,0.008845,0.008845,0.008845
72,66049.2,1.02548,2.33385,1.23158,1.14214,0.67634,0.52757,0.58537,0.43454,0.66771,0.5087,0.55819,0.36203,0.96962,2.19537,1.03433,1.15748,0.0088285,0.0088285,0.0088285
73,66972.8,1.02616,2.32995,1.22584,1.14158,0.67102,0.52918,0.58598,0.43544,0.66462,0.51133,0.55907,0.36268,0.9685,2.192,1.03084,1.15659,0.008812,0.008812,0.008812
74,67885.1,1.02659,2.33209,1.22267,1.14151,0.67048,0.53063,0.5868,0.43664,0.66096,0.51247,0.55963,0.36329,0.96759,2.18813,1.02787,1.15536,0.0087955,0.0087955,0.0087955
75,68800.1,1.02738,2.33091,1.22454,1.14183,0.67428,0.52977,0.588,0.43761,0.66284,0.51201,0.56063,0.36405,0.96672,2.18462,1.0248,1.15423,0.008779,0.008779,0.008779
76,69717.1,1.02286,2.32884,1.22641,1.14199,0.67527,0.53116,0.5887,0.43812,0.66624,0.5105,0.56143,0.36456,0.96592,2.18119,1.02195,1.15345,0.0087625,0.0087625,0.0087625
77,70663.6,1.02951,2.33435,1.22079,1.13837,0.67361,0.53319,0.59014,0.43878,0.66521,0.51347,0.56315,0.36587,0.96504,2.17798,1.01934,1.15248,0.008746,0.008746,0.008746
78,71604.8,1.02312,2.33101,1.22523,1.14112,0.6731,0.53486,0.59109,0.43956,0.66411,0.51496,0.5641,0.36683,0.96408,2.17486,1.0166,1.15167,0.0087295,0.0087295,0.0087295
79,72523,1.02101,2.32191,1.21909,1.13823,0.67413,0.53654,0.59158,0.44014,0.66465,0.51572,0.56416,0.36672,0.96353,2.17196,1.01451,1.1511,0.008713,0.008713,0.008713
80,73460.4,1.02255,2.32854,1.21618,1.14073,0.67506,0.53668,0.5925,0.44082,0.66485,0.51623,0.56519,0.36771,0.96269,2.16851,1.01184,1.15025,0.0086965,0.0086965,0.0086965
81,74371.9,1.01846,2.31884,1.21655,1.13731,0.67463,0.53749,0.5934,0.44167,0.66283,0.51864,0.56622,0.36868,0.962,2.16586,1.01014,1.14953,0.00868,0.00868,0.00868
82,75283.4,1.0211,2.31903,1.21601,1.1385,0.67359,0.53854,0.59425,0.44228,0.66088,0.51991,0.56692,0.369,0.96123,2.1637,1.00789,1.14862,0.0086635,0.0086635,0.0086635
83,76184.5,1.02301,2.31609,1.21344,1.13769,0.67318,0.53918,0.59494,0.44343,0.66058,0.52116,0.56806,0.36965,0.96051,2.16145,1.00616,1.14789,0.008647,0.008647,0.008647
84,77099.9,1.0165,2.31164,1.21334,1.13605,0.67327,0.54162,0.59591,0.44408,0.66325,0.52154,0.56893,0.37042,0.95951,2.15943,1.00393,1.14673,0.0086305,0.0086305,0.0086305
85,78028.1,1.02217,2.32763,1.21347,1.13719,0.67294,0.54137,0.59685,0.44473,0.66021,0.52366,0.57005,0.37091,0.95886,2.15626,1.00165,1.14611,0.008614,0.008614,0.008614
86,78956.3,1.01508,2.30946,1.20607,1.13342,0.67474,0.54279,0.59853,0.44568,0.66204,0.52372,0.57103,0.37182,0.95809,2.15469,0.99985,1.14536,0.0085975,0.0085975,0.0085975
87,79888.3,1.01852,2.31004,1.20631,1.13472,0.67355,0.54396,0.5995,0.44624,0.65933,0.52529,0.57174,0.37233,0.95773,2.15266,0.99823,1.14479,0.008581,0.008581,0.008581
88,80835.7,1.0181,2.31062,1.21006,1.13403,0.67299,0.54434,0.59967,0.44623,0.66081,0.52446,0.57179,0.37254,0.95781,2.1511,0.997,1.14469,0.0085645,0.0085645,0.0085645
89,81774.5,1.01497,2.30847,1.20666,1.13473,0.66932,0.54668,0.60087,0.44705,0.66391,0.52299,0.57318,0.37337,0.9572,2.1485,0.99501,1.14381,0.008548,0.008548,0.008548
90,82717.7,1.01102,2.30389,1.19634,1.13264,0.67285,0.54819,0.60141,0.44748,0.66751,0.52412,0.57407,0.37382,0.95641,2.14646,0.99337,1.14324,0.0085315,0.0085315,0.0085315
91,83643.7,1.01431,2.3088,1.20272,1.13611,0.67077,0.5509,0.60261,0.44846,0.65707,0.53278,0.57556,0.37472,0.95608,2.14541,0.99141,1.14284,0.008515,0.008515,0.008515
92,84585.6,1.01737,2.31659,1.20149,1.1348,0.67151,0.55041,0.6033,0.44928,0.65571,0.53436,0.57626,0.37514,0.95548,2.14406,0.99001,1.14207,0.0084985,0.0084985,0.0084985
93,85520.8,1.01987,2.31329,1.20338,1.13503,0.67346,0.54978,0.6039,0.44944,0.65802,0.53316,0.57686,0.37559,0.9546,2.14244,0.98855,1.14123,0.008482,0.008482,0.008482
94,86464.5,1.01295,2.29649,1.19979,1.13074,0.67425,0.55043,0.60462,0.44985,0.65899,0.53481,0.57732,0.37583,0.95421,2.13997,0.98739,1.14042,0.0084655,0.0084655,0.0084655
95,87399.4,1.01393,2.30396,1.19806,1.13301,0.67448,0.55192,0.60471,0.44993,0.65953,0.53554,0.57774,0.37625,0.95366,2.13905,0.98587,1.13971,0.008449,0.008449,0.008449
96,88325.4,1.01039,2.29977,1.19967,1.13116,0.67521,0.55052,0.60512,0.45071,0.65819,0.53497,0.57845,0.37642,0.95283,2.13826,0.98451,1.13913,0.0084325,0.0084325,0.0084325
97,89256.8,1.01752,2.31774,1.1993,1.13222,0.6752,0.55123,0.60538,0.4513,0.65895,0.53467,0.57832,0.37653,0.95257,2.13654,0.98326,1.13867,0.008416,0.008416,0.008416
98,90191.5,1.00892,2.29348,1.18984,1.13071,0.67712,0.55075,0.60624,0.45154,0.66035,0.53531,0.57904,0.37729,0.95248,2.13522,0.98182,1.1383,0.0083995,0.0083995,0.0083995
99,91124.7,1.00836,2.29704,1.189,1.12967,0.68213,0.54981,0.607,0.45202,0.66419,0.53432,0.57963,0.37773,0.95215,2.1337,0.98026,1.13786,0.008383,0.008383,0.008383
100,92055.7,1.00902,2.29977,1.19033,1.13207,0.68512,0.54845,0.60729,0.45272,0.66574,0.5339,0.58001,0.37829,0.95171,2.13273,0.97925,1.13757,0.0083665,0.0083665,0.0083665
101,92989.9,1.01447,2.30469,1.19451,1.13166,0.6842,0.55002,0.60786,0.45328,0.66516,0.53576,0.58069,0.37881,0.95099,2.13153,0.97819,1.13678,0.00835,0.00835,0.00835
102,93935.5,1.00937,2.30126,1.19187,1.12932,0.68459,0.55035,0.60848,0.45363,0.66681,0.53548,0.58153,0.37936,0.95054,2.13048,0.97677,1.1363,0.0083335,0.0083335,0.0083335
103,94878,1.012,2.30815,1.19371,1.1307,0.6854,0.55191,0.60872,0.45392,0.66826,0.53739,0.58175,0.37943,0.95017,2.12979,0.9757,1.13587,0.008317,0.008317,0.008317
104,95822.4,1.00691,2.29737,1.1891,1.12803,0.68455,0.55242,0.60966,0.4552,0.6687,0.53729,0.58271,0.38011,0.94974,2.12914,0.97453,1.13534,0.0083005,0.0083005,0.0083005
105,96780.3,1.0102,2.30501,1.19039,1.12946,0.68326,0.55336,0.6106,0.4559,0.66678,0.54018,0.58357,0.38037,0.94945,2.12694,0.97337,1.13476,0.008284,0.008284,0.008284
106,97746.6,1.00482,2.28908,1.17856,1.12575,0.68319,0.55446,0.61086,0.45619,0.66548,0.5409,0.58424,0.38118,0.94926,2.12652,0.97254,1.13395,0.0082675,0.0082675,0.0082675
107,98683.6,1.00865,2.29295,1.18854,1.12975,0.67953,0.55493,0.61084,0.45604,0.66372,0.54081,0.58435,0.38113,0.94889,2.12531,0.97211,1.13356,0.008251,0.008251,0.008251
108,99632.8,1.0074,2.29441,1.18363,1.12777,0.67807,0.55687,0.61131,0.45651,0.66242,0.54232,0.5849,0.38155,0.94854,2.12355,0.97106,1.13329,0.0082345,0.0082345,0.0082345
109,100562,1.00377,2.28043,1.17501,1.12378,0.67603,0.55802,0.6119,0.45707,0.66057,0.54419,0.58573,0.3815,0.94805,2.12283,0.96971,1.13266,0.008218,0.008218,0.008218
110,101471,1.00501,2.28912,1.17724,1.12573,0.67369,0.56056,0.61296,0.45824,0.6595,0.54503,0.58669,0.38212,0.94763,2.12167,0.96913,1.1323,0.0082015,0.0082015,0.0082015
111,102403,1.0049,2.28827,1.17955,1.126,0.67665,0.55987,0.613,0.45765,0.66305,0.54356,0.58601,0.38156,0.94742,2.12072,0.96858,1.13195,0.008185,0.008185,0.008185
112,103319,1.00231,2.29015,1.18331,1.12781,0.6767,0.56132,0.61408,0.45862,0.66161,0.5464,0.58737,0.3824,0.94697,2.11984,0.96691,1.13168,0.0081685,0.0081685,0.0081685
113,104235,1.00367,2.28756,1.17748,1.12459,0.67467,0.56226,0.61458,0.45912,0.66027,0.5475,0.58811,0.38303,0.94671,2.118,0.96622,1.13122,0.008152,0.008152,0.008152
114,105136,1.00421,2.28769,1.17769,1.12604,0.67845,0.55988,0.61503,0.45928,0.66417,0.54658,0.58883,0.38367,0.94617,2.11624,0.96516,1.13086,0.0081355,0.0081355,0.0081355
115,106032,1.00838,2.29235,1.17699,1.12681,0.68478,0.55662,0.61557,0.45959,0.66955,0.54263,0.58907,0.38385,0.94615,2.11621,0.96382,1.13068,0.008119,0.008119,0.008119
116,106922,1.00298,2.27889,1.17428,1.12539,0.68496,0.55922,0.61576,0.45994,0.67051,0.54436,0.589,0.38397,0.94596,2.11463,0.96254,1.13053,0.0081025,0.0081025,0.0081025
117,107808,1.00194,2.27889,1.17149,1.12472,0.68315,0.55908,0.6162,0.46033,0.66969,0.54365,0.58954,0.3842,0.94567,2.11371,0.96195,1.13017,0.008086,0.008086,0.008086
118,108709,0.99424,2.26884,1.16889,1.12073,0.67863,0.56248,0.61649,0.46066,0.66632,0.54695,0.58986,0.38432,0.945,2.11193,0.96053,1.12976,0.0080695,0.0080695,0.0080695
119,109609,1.00133,2.27649,1.17567,1.12438,0.68187,0.56271,0.61642,0.4608,0.67141,0.54544,0.59007,0.38443,0.94438,2.11101,0.95962,1.12928,0.008053,0.008053,0.008053
120,110502,1.00079,2.28253,1.16636,1.12303,0.68206,0.56251,0.61687,0.46123,0.67192,0.54591,0.59062,0.38492,0.94397,2.11079,0.95889,1.12894,0.0080365,0.0080365,0.0080365
121,111399,1.00035,2.27973,1.17044,1.12282,0.68382,0.56151,0.61718,0.46178,0.67085,0.54672,0.59064,0.38518,0.94382,2.11035,0.95799,1.12891,0.00802,0.00802,0.00802
122,112277,1.00367,2.28189,1.17145,1.12412,0.6868,0.56027,0.61777,0.46204,0.67565,0.54376,0.59137,0.38552,0.94353,2.10922,0.95762,1.12838,0.0080035,0.0080035,0.0080035
123,113173,0.9976,2.27185,1.16784,1.1217,0.68842,0.56041,0.61824,0.46259,0.67556,0.5447,0.5918,0.38586,0.94323,2.10801,0.95674,1.12807,0.007987,0.007987,0.007987
124,114058,0.99788,2.27153,1.16373,1.12276,0.68964,0.56133,0.61882,0.46291,0.67769,0.54552,0.59245,0.38618,0.94282,2.10695,0.95562,1.12801,0.0079705,0.0079705,0.0079705
125,114938,1.00365,2.284,1.16685,1.12373,0.68948,0.56198,0.61959,0.46325,0.67933,0.5445,0.59285,0.38656,0.94258,2.10691,0.95491,1.12778,0.007954,0.007954,0.007954
126,115803,1.00014,2.27022,1.1662,1.12152,0.68688,0.56308,0.6201,0.46395,0.67703,0.54543,0.59327,0.38707,0.94241,2.10529,0.95381,1.12805,0.0079375,0.0079375,0.0079375
127,116670,0.99738,2.27411,1.16358,1.12107,0.68331,0.56359,0.62041,0.46421,0.66745,0.54867,0.59368,0.3872,0.94175,2.10427,0.95344,1.12761,0.007921,0.007921,0.007921
128,117564,0.99967,2.2729,1.16651,1.12079,0.68639,0.56384,0.62094,0.46426,0.67222,0.54761,0.59409,0.38733,0.94174,2.10362,0.95245,1.12755,0.0079045,0.0079045,0.0079045
129,118461,1.00009,2.27475,1.16156,1.12026,0.69626,0.55968,0.62158,0.46474,0.6825,0.5429,0.59462,0.38765,0.9413,2.1035,0.95168,1.1271,0.007888,0.007888,0.007888
130,119358,0.99668,2.26624,1.15632,1.11865,0.69021,0.5623,0.62197,0.46472,0.67228,0.54821,0.59489,0.38789,0.94076,2.10261,0.95046,1.12664,0.0078715,0.0078715,0.0078715
131,120249,0.99488,2.26269,1.16193,1.11989,0.69133,0.56124,0.62255,0.46525,0.68089,0.54402,0.59584,0.38831,0.94056,2.10107,0.94948,1.12628,0.007855,0.007855,0.007855
132,853.129,0.98392,2.23857,1.12743,1.11067,0.69228,0.56254,0.62381,0.4662,0.67826,0.54747,0.59719,0.38902,0.93973,2.09834,0.94717,1.12535,0.0078385,0.0078385,0.0078385
