epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,15425.7,1.08509,1.34687,1.20401,0.62634,0.51517,0.5577,0.40741,0.99663,1.08533,1.21431,0.009307,0.009307,0.009307
44,15784.2,1.08292,1.34071,1.20445,0.6266,0.51698,0.55803,0.40802,0.99628,1.08397,1.21372,0.0092905,0.0092905,0.0092905
45,16142,1.0844,1.34638,1.20645,0.6249,0.51738,0.5586,0.40861,0.99581,1.0827,1.21323,0.009274,0.009274,0.009274
46,16499.6,1.08928,1.34378,1.21012,0.62565,0.51761,0.55893,0.40885,0.99556,1.08206,1.21267,0.0092575,0.0092575,0.0092575
47,16856.1,1.08451,1.3316,1.20205,0.62901,0.51668,0.55944,0.40902,0.99539,1.08152,1.21254,0.009241,0.009241,0.009241
48,17213.9,1.08573,1.32661,1.20219,0.62898,0.51712,0.55953,0.40926,0.99505,1.0815,1.21213,0.0092245,0.0092245,0.0092245
49,17572.7,1.07479,1.32098,1.19836,0.63072,0.51522,0.55961,0.40961,0.99493,1.08134,1.21189,0.009208,0.009208,0.009208
50,17929.7,1.07514,1.32978,1.20094,0.63318,0.51506,0.55959,0.40994,0.99447,1.08126,1.21154,0.0091915,0.0091915,0.0091915
51,18287.8,1.0773,1.32837,1.2013,0.63023,0.51787,0.56,0.41033,0.9941,1.0817,1.21125,0.009175,0.009175,0.009175
52,18639,1.07904,1.31665,1.20081,0.63276,0.51646,0.56017,0.41033,0.99414,1.08254,1.21122,0.0091585,0.0091585,0.0091585
53,18997.1,1.07301,1.31306,1.19959,0.63033,0.51794,0.56025,0.4103,0.99398,1.08324,1.21128,0.009142,0.009142,0.009142
54,19355.7,1.0771,1.30724,1.1957,0.62932,0.51762,0.55917,0.40994,0.99419,1.08384,1.21152,0.0091255,0.0091255,0.0091255
55,19713.9,1.07225,1.31017,1.19761,0.63011,0.51799,0.55992,0.41051,0.99403,1.08468,1.21152,0.009109,0.009109,0.009109
56,20072.2,1.06879,1.30486,1.19531,0.62977,0.51907,0.56015,0.41059,0.99414,1.08609,1.21174,0.0090925,0.0090925,0.0090925
57,20430.8,1.06846,1.29818,1.1949,0.63033,0.51927,0.55931,0.41012,0.99407,1.08752,1.21185,0.009076,0.009076,0.009076
58,20789.1,1.06797,1.29529,1.19379,0.62835,0.51947,0.55929,0.41021,0.99392,1.08908,1.21203,0.0090595,0.0090595,0.0090595
59,21147.5,1.06905,1.29925,1.192,0.63269,0.51611,0.55874,0.41026,0.99398,1.09078,1.21214,0.009043,0.009043,0.009043
60,21506.7,1.06723,1.29005,1.19081,0.63618,0.51337,0.55831,0.40994,0.99383,1.09277,1.21227,0.0090265,0.0090265,0.0090265
61,21863.1,1.07007,1.30004,1.1946,0.63753,0.51161,0.55798,0.40977,0.99369,1.09501,1.21247,0.00901,0.00901,0.00901
62,22221.2,1.0616,1.28447,1.187,0.6388,0.51019,0.55767,0.40984,0.99382,1.09693,1.21279,0.0089935,0.0089935,0.0089935
63,22578.2,1.06439,1.28493,1.18789,0.63849,0.50993,0.55799,0.40995,0.99399,1.09903,1.21307,0.008977,0.008977,0.008977
64,22934.7,1.06339,1.28999,1.18858,0.63925,0.50906,0.55802,0.41009,0.994,1.10117,1.21324,0.0089605,0.0089605,0.0089605
65,23291.7,1.06443,1.28612,1.19021,0.63673,0.51022,0.55792,0.4101,0.99412,1.10365,1.21348,0.008944,0.008944,0.008944
66,23648.2,1.0599,1.26873,1.18472,0.63632,0.51062,0.55798,0.41012,0.99423,1.10643,1.21385,0.0089275,0.0089275,0.0089275
67,24002,1.06462,1.28206,1.18705,0.63479,0.51086,0.55777,0.40989,0.99434,1.10887,1.21408,0.008911,0.008911,0.008911
68,24357.6,1.05677,1.2756,1.18335,0.63341,0.51201,0.55784,0.40983,0.99462,1.11107,1.21457,0.0088945,0.0088945,0.0088945
69,24714.5,1.05622,1.28314,1.18625,0.63583,0.51066,0.55756,0.41017,0.99478,1.1133,1.21472,0.008878,0.008878,0.008878
70,25069.6,1.05676,1.26921,1.18257,0.63606,0.51113,0.55764,0.4103,0.99474,1.11542,1.21468,0.0088615,0.0088615,0.0088615
71,25427.8,1.05787,1.27302,1.18317,0.63755,0.50989,0.55738,0.41039,0.99506,1.11756,1.21495,0.008845,0.008845,0.008845
72,25784.5,1.05546,1.26407,1.1818,0.63812,0.50924,0.55736,0.41035,0.99525,1.11988,1.21534,0.0088285,0.0088285,0.0088285
73,26141.4,1.04901,1.26219,1.17651,0.64032,0.50791,0.55719,0.41037,0.99541,1.12232,1.21556,0.008812,0.008812,0.008812
74,26499.5,1.05642,1.26354,1.18238,0.64161,0.50751,0.55724,0.41055,0.9953,1.12401,1.21534,0.0087955,0.0087955,0.0087955
75,26856,1.05808,1.26499,1.17972,0.64317,0.50823,0.55752,0.41076,0.995,1.12578,1.21516,0.008779,0.008779,0.008779
76,27212.1,1.05119,1.25429,1.17802,0.64559,0.50742,0.55721,0.41069,0.99469,1.12738,1.21495,0.0087625,0.0087625,0.0087625
77,27569.1,1.04879,1.25308,1.17666,0.64483,0.50735,0.55714,0.41079,0.99472,1.12937,1.21505,0.008746,0.008746,0.008746
78,27925.1,1.04813,1.25748,1.17777,0.64279,0.50799,0.55713,0.41084,0.99481,1.13118,1.21501,0.0087295,0.0087295,0.0087295
79,28282.8,1.04982,1.25901,1.17973,0.643,0.50814,0.55753,0.4113,0.99462,1.1326,1.21472,0.008713,0.008713,0.008713
80,28641.4,1.05381,1.24276,1.17719,0.64546,0.50784,0.5577,0.41179,0.99445,1.13388,1.21454,0.0086965,0.0086965,0.0086965
81,28999,1.04998,1.24993,1.17583,0.64829,0.50715,0.55807,0.41203,0.99439,1.13463,1.21448,0.00868,0.00868,0.00868
82,29356.1,1.05099,1.25985,1.17647,0.6476,0.50795,0.55861,0.41218,0.99393,1.13566,1.21409,0.0086635,0.0086635,0.0086635
83,29714,1.05288,1.25291,1.17591,0.64521,0.50975,0.55908,0.41281,0.99362,1.13651,1.21365,0.008647,0.008647,0.008647
84,30071.9,1.04902,1.24623,1.17613,0.64562,0.50991,0.55926,0.41319,0.9933,1.13678,1.2134,0.0086305,0.0086305,0.0086305
85,30429.2,1.0477,1.24059,1.17418,0.65075,0.50981,0.55979,0.41382,0.99303,1.13669,1.21298,0.008614,0.008614,0.008614
86,30787.2,1.04472,1.24557,1.17442,0.64962,0.51153,0.56027,0.41411,0.99262,1.13678,1.21271,0.0085975,0.0085975,0.0085975
87,31144.9,1.0414,1.2401,1.17085,0.64788,0.51307,0.5608,0.41441,0.99224,1.13721,1.21219,0.008581,0.008581,0.008581
88,31501.3,1.04051,1.23869,1.17153,0.64386,0.51332,0.56097,0.41442,0.99186,1.13696,1.21168,0.0085645,0.0085645,0.0085645
89,31858.5,1.03511,1.23392,1.16718,0.64515,0.51278,0.56169,0.41475,0.99168,1.13677,1.21123,0.008548,0.008548,0.008548
90,32213.9,1.0391,1.23548,1.17073,0.64617,0.51416,0.56256,0.41539,0.99108,1.13553,1.21069,0.0085315,0.0085315,0.0085315
91,32571.1,1.03756,1.23462,1.16911,0.64687,0.5147,0.56333,0.41595,0.99036,1.13467,1.2099,0.008515,0.008515,0.008515
92,32928.7,1.04762,1.23875,1.17407,0.64953,0.51361,0.5637,0.41644,0.98968,1.13376,1.20919,0.0084985,0.0084985,0.0084985
93,33287.2,1.04329,1.23391,1.17166,0.64918,0.51489,0.56437,0.41703,0.98932,1.1329,1.20856,0.008482,0.008482,0.008482
94,33644.8,1.04371,1.24633,1.17526,0.65181,0.51501,0.56494,0.4177,0.98844,1.13148,1.20779,0.0084655,0.0084655,0.0084655
95,34002.2,1.03611,1.22995,1.17054,0.65327,0.51633,0.56599,0.41862,0.98752,1.1299,1.20692,0.008449,0.008449,0.008449
96,34354.3,1.04322,1.24619,1.17592,0.65678,0.5145,0.56625,0.41908,0.98689,1.12851,1.20618,0.0084325,0.0084325,0.0084325
97,34710.4,1.0376,1.22697,1.1698,0.65495,0.5168,0.56719,0.4198,0.98636,1.12682,1.20552,0.008416,0.008416,0.008416
98,35067.1,1.03698,1.22717,1.16729,0.65748,0.5171,0.56798,0.42038,0.98551,1.12453,1.20463,0.0083995,0.0083995,0.0083995
99,35424.5,1.03801,1.22976,1.171,0.66475,0.51673,0.56868,0.42095,0.98478,1.12229,1.20366,0.008383,0.008383,0.008383
100,35782.2,1.0417,1.22712,1.1725,0.66579,0.51823,0.56983,0.42193,0.98383,1.11999,1.20285,0.0083665,0.0083665,0.0083665
101,36138.8,1.0412,1.22619,1.17214,0.66687,0.51847,0.57098,0.42265,0.98318,1.11766,1.20219,0.00835,0.00835,0.00835
102,36496.5,1.0366,1.23136,1.16971,0.66758,0.51922,0.57181,0.42329,0.98249,1.11564,1.20132,0.0083335,0.0083335,0.0083335
103,36852.2,1.03196,1.22132,1.16476,0.66309,0.5201,0.57246,0.42389,0.98161,1.11375,1.20041,0.008317,0.008317,0.008317
104,37208.1,1.02466,1.21853,1.16438,0.66264,0.52147,0.57323,0.42447,0.98094,1.11122,1.19968,0.0083005,0.0083005,0.0083005
105,37565.6,1.03202,1.21887,1.16828,0.66296,0.52156,0.57373,0.4249,0.98022,1.10863,1.1989,0.008284,0.008284,0.008284
106,37921.9,1.03503,1.22015,1.16774,0.66534,0.5213,0.57467,0.42597,0.97924,1.10608,1.19786,0.0082675,0.0082675,0.0082675
107,38279.8,1.03366,1.22733,1.17003,0.66466,0.52262,0.57545,0.42677,0.97847,1.10305,1.19697,0.008251,0.008251,0.008251
108,38636.6,1.02915,1.20693,1.16641,0.66445,0.52416,0.57591,0.42719,0.97791,1.1007,1.19623,0.0082345,0.0082345,0.0082345
109,38994,1.03205,1.20581,1.16444,0.66355,0.52542,0.57657,0.42782,0.97694,1.09794,1.1952,0.008218,0.008218,0.008218
110,39351.7,1.02421,1.21164,1.16472,0.66662,0.52596,0.57745,0.42867,0.97599,1.09514,1.19427,0.0082015,0.0082015,0.0082015
111,39705.5,1.02871,1.20558,1.16396,0.66607,0.52788,0.57808,0.42916,0.97525,1.09254,1.19328,0.008185,0.008185,0.008185
112,40062.3,1.03303,1.21057,1.16793,0.66436,0.52947,0.57883,0.42976,0.97446,1.08979,1.19224,0.0081685,0.0081685,0.0081685
113,40419.2,1.0301,1.21598,1.16519,0.66604,0.52931,0.57978,0.43048,0.97373,1.08675,1.19139,0.008152,0.008152,0.008152
114,40776.6,1.03391,1.20629,1.16303,0.66583,0.53115,0.58066,0.43115,0.9734,1.08403,1.19094,0.0081355,0.0081355,0.0081355
115,41133.1,1.03328,1.21158,1.16394,0.66632,0.53275,0.58158,0.43202,0.97297,1.08135,1.19017,0.008119,0.008119,0.008119
116,41487.9,1.02613,1.20173,1.16369,0.66617,0.53338,0.58246,0.43286,0.9724,1.07861,1.18929,0.0081025,0.0081025,0.0081025
117,41843.1,1.02992,1.21099,1.16365,0.67162,0.53142,0.58354,0.43387,0.97178,1.07593,1.18841,0.008086,0.008086,0.008086
118,42201.3,1.02746,1.20003,1.16007,0.67235,0.53264,0.58442,0.43439,0.97117,1.07357,1.18761,0.0080695,0.0080695,0.0080695
119,42558.4,1.02864,1.20461,1.16104,0.67225,0.53343,0.58523,0.43523,0.97048,1.0712,1.18666,0.008053,0.008053,0.008053
120,42915.7,1.02546,1.19609,1.16049,0.67545,0.53282,0.58608,0.43598,0.96988,1.06826,1.18584,0.0080365,0.0080365,0.0080365
121,43273.1,1.0209,1.20573,1.15993,0.67715,0.533,0.58694,0.43681,0.96918,1.0656,1.18499,0.00802,0.00802,0.00802
122,43630.7,1.02471,1.20222,1.16084,0.67669,0.53296,0.58769,0.43736,0.9685,1.06341,1.18414,0.0080035,0.0080035,0.0080035
123,43982.7,1.02823,1.20309,1.16322,0.67611,0.53421,0.58854,0.43795,0.9677,1.06074,1.18343,0.007987,0.007987,0.007987
124,44340.4,1.02319,1.19236,1.16058,0.67788,0.53344,0.58938,0.43881,0.96697,1.05834,1.18272,0.0079705,0.0079705,0.0079705
125,44694.1,1.02323,1.19131,1.16306,0.67999,0.53399,0.59023,0.43959,0.96643,1.05597,1.18196,0.007954,0.007954,0.007954
126,45050.2,1.01752,1.18838,1.15741,0.67944,0.53423,0.59095,0.4402,0.96573,1.0532,1.18111,0.0079375,0.0079375,0.0079375
127,45408.1,1.02359,1.19996,1.15763,0.67801,0.53618,0.59174,0.44075,0.96513,1.05092,1.18039,0.007921,0.007921,0.007921
128,45764.1,1.0217,1.20266,1.15847,0.67865,0.53746,0.59287,0.44155,0.96462,1.04844,1.17964,0.0079045,0.0079045,0.0079045
129,46121.7,1.02207,1.19768,1.16049,0.68052,0.53448,0.59352,0.44224,0.96404,1.04607,1.17893,0.007888,0.007888,0.007888
130,46479.6,1.02369,1.19274,1.1591,0.68268,0.53377,0.59436,0.44278,0.9632,1.04315,1.17811,0.0078715,0.0078715,0.0078715
131,46837.9,1.02521,1.20229,1.16252,0.68519,0.53296,0.59518,0.44342,0.96307,1.04046,1.17764,0.007855,0.007855,0.007855
132,47195.6,1.01928,1.19186,1.15892,0.68361,0.53525,0.59603,0.44407,0.96258,1.03791,1.17708,0.0078385,0.0078385,0.0078385
133,47552,1.01726,1.17734,1.15513,0.68462,0.53649,0.59682,0.44479,0.96223,1.03537,1.17657,0.007822,0.007822,0.007822
134,47908.4,1.0234,1.18937,1.15666,0.68619,0.53553,0.59753,0.4453,0.96187,1.03321,1.17616,0.0078055,0.0078055,0.0078055
135,48262.2,1.02747,1.19712,1.1618,0.68648,0.53656,0.59829,0.44585,0.96143,1.03101,1.17564,0.007789,0.007789,0.007789
136,48618.9,1.01725,1.18093,1.15802,0.68962,0.53744,0.59894,0.44645,0.96083,1.02882,1.17504,0.0077725,0.0077725,0.0077725
137,48977.1,1.02096,1.18569,1.15718,0.68634,0.5405,0.59961,0.44705,0.96041,1.02671,1.17439,0.007756,0.007756,0.007756
138,49334.4,1.02577,1.18907,1.15859,0.68722,0.54025,0.60013,0.44746,0.95975,1.02486,1.1737,0.0077395,0.0077395,0.0077395
139,49692.4,1.01927,1.17738,1.15739,0.68926,0.53954,0.60084,0.44795,0.95921,1.02273,1.17298,0.007723,0.007723,0.007723
140,50049.1,1.02269,1.1819,1.15719,0.68864,0.5403,0.60142,0.44864,0.95885,1.02077,1.17243,0.0077065,0.0077065,0.0077065
141,50407.9,1.01762,1.17476,1.15584,0.68871,0.5405,0.60191,0.44921,0.95831,1.01825,1.17188,0.00769,0.00769,0.00769
142,50762.3,1.01609,1.17209,1.15522,0.68782,0.5418,0.60264,0.4499,0.95774,1.01615,1.17123,0.0076735,0.0076735,0.0076735
143,51119.5,1.01787,1.17901,1.15801,0.68676,0.54313,0.60303,0.45027,0.9574,1.01455,1.17087,0.007657,0.007657,0.007657
144,51478,1.01635,1.17073,1.15327,0.6889,0.54292,0.60362,0.45071,0.95676,1.0126,1.17015,0.0076405,0.0076405,0.0076405
145,51836.5,1.01278,1.17294,1.15226,0.68687,0.54517,0.60425,0.45101,0.95614,1.011,1.16947,0.007624,0.007624,0.007624
146,52194.3,1.01312,1.17362,1.15475,0.68728,0.54466,0.60487,0.45152,0.95579,1.00899,1.16905,0.0076075,0.0076075,0.0076075
147,52551.3,1.01884,1.17463,1.15341,0.68777,0.54513,0.60544,0.45185,0.95526,1.00682,1.16857,0.007591,0.007591,0.007591
148,52909.2,1.02259,1.17149,1.15555,0.69183,0.54384,0.6064,0.45262,0.95482,1.00446,1.16805,0.0075745,0.0075745,0.0075745
149,53266.5,1.01482,1.16847,1.15153,0.6917,0.545,0.60684,0.45291,0.95432,1.00256,1.16752,0.007558,0.007558,0.007558
150,53624.3,1.01355,1.17829,1.15514,0.69372,0.54394,0.60725,0.45349,0.95374,1.00057,1.16678,0.0075415,0.0075415,0.0075415
151,53981.3,1.01467,1.17795,1.15368,0.69485,0.54375,0.60763,0.45386,0.95342,0.99875,1.16633,0.007525,0.007525,0.007525
152,54337.5,1.01032,1.16942,1.15152,0.69517,0.54476,0.60778,0.45422,0.95284,0.9969,1.16579,0.0075085,0.0075085,0.0075085
153,54694.3,1.02268,1.17877,1.15528,0.69707,0.5449,0.60855,0.4546,0.95224,0.99512,1.16525,0.007492,0.007492,0.007492
154,55052.6,1.01379,1.16533,1.15216,0.70036,0.54372,0.60877,0.45484,0.95202,0.99364,1.16498,0.0074755,0.0074755,0.0074755
155,55412,1.01691,1.17305,1.15441,0.69935,0.54488,0.60908,0.45526,0.95181,0.99193,1.16467,0.007459,0.007459,0.007459
156,55769.1,1.01348,1.16967,1.15282,0.69897,0.54623,0.60932,0.45542,0.9516,0.99032,1.16417,0.0074425,0.0074425,0.0074425
157,56124.7,1.00567,1.16164,1.14854,0.69706,0.54687,0.60989,0.45573,0.95123,0.98863,1.16363,0.007426,0.007426,0.007426
158,56482,1.00529,1.15257,1.14434,0.69572,0.54769,0.61031,0.45615,0.95076,0.98736,1.16313,0.0074095,0.0074095,0.0074095
159,56840.9,1.0121,1.16226,1.15125,0.69621,0.54743,0.61062,0.45657,0.9508,0.98602,1.16297,0.007393,0.007393,0.007393
160,57198.7,1.01183,1.15938,1.15256,0.69991,0.54621,0.61096,0.45712,0.95034,0.98478,1.16251,0.0073765,0.0073765,0.0073765
161,57557.1,1.009,1.16374,1.15047,0.70029,0.54621,0.61143,0.45768,0.95011,0.98331,1.16213,0.00736,0.00736,0.00736
162,57914.7,1.01125,1.16891,1.15311,0.70311,0.54551,0.61175,0.45794,0.94974,0.98212,1.16164,0.0073435,0.0073435,0.0073435
163,58270.6,1.00883,1.15977,1.15033,0.70234,0.54583,0.61224,0.45819,0.94943,0.98052,1.16136,0.007327,0.007327,0.007327
164,58627.9,1.00472,1.15674,1.14881,0.70366,0.54537,0.61257,0.45857,0.94921,0.97916,1.16107,0.0073105,0.0073105,0.0073105
165,58984,1.00759,1.15744,1.14756,0.70428,0.54528,0.61306,0.45888,0.9489,0.97804,1.16077,0.007294,0.007294,0.007294
166,59340.9,1.01584,1.16443,1.14931,0.70304,0.54619,0.6135,0.45931,0.94862,0.97707,1.16033,0.0072775,0.0072775,0.0072775
167,59699,1.0088,1.15854,1.14834,0.70317,0.54657,0.61398,0.45978,0.94831,0.97565,1.15995,0.007261,0.007261,0.007261
168,60056.6,1.01034,1.16104,1.15172,0.70033,0.54874,0.61474,0.46024,0.94788,0.97427,1.15957,0.0072445,0.0072445,0.0072445
169,60414.3,1.00557,1.16436,1.14863,0.70293,0.54754,0.61508,0.46063,0.94703,0.97278,1.15908,0.007228,0.007228,0.007228
170,60770.2,1.00375,1.15397,1.14658,0.70161,0.54834,0.61534,0.46094,0.947,0.97157,1.15895,0.0072115,0.0072115,0.0072115
171,61127.3,1.00734,1.15474,1.14974,0.70035,0.54923,0.61568,0.46123,0.94663,0.97056,1.15866,0.007195,0.007195,0.007195
172,61478.4,1.00646,1.14499,1.14513,0.69797,0.55161,0.61621,0.46161,0.94618,0.96924,1.15814,0.0071785,0.0071785,0.0071785
173,61836.2,1.00459,1.15238,1.14567,0.69795,0.55343,0.61674,0.4622,0.94585,0.96808,1.15765,0.007162,0.007162,0.007162
174,62188.1,1.00594,1.15586,1.14997,0.69913,0.55334,0.61691,0.46253,0.94593,0.9669,1.15768,0.0071455,0.0071455,0.0071455
175,62538.8,0.99983,1.15053,1.146,0.70057,0.55412,0.61752,0.46282,0.94564,0.96566,1.15749,0.007129,0.007129,0.007129
176,62896.4,1.00911,1.15138,1.14676,0.70058,0.55522,0.61782,0.46279,0.94527,0.96444,1.1573,0.0071125,0.0071125,0.0071125
177,63253.9,1.00229,1.15006,1.14513,0.69991,0.55697,0.6181,0.46316,0.94488,0.96342,1.15687,0.007096,0.007096,0.007096
178,63611.4,1.00318,1.14968,1.14611,0.69627,0.55945,0.61858,0.46338,0.94459,0.96249,1.15655,0.0070795,0.0070795,0.0070795
179,63969.6,1.00131,1.14618,1.14413,0.6959,0.5601,0.61882,0.46365,0.94454,0.96141,1.15626,0.007063,0.007063,0.007063
180,64326.4,0.99606,1.14641,1.14448,0.69543,0.56123,0.61929,0.46398,0.94439,0.96045,1.15614,0.0070465,0.0070465,0.0070465
181,64683,1.00302,1.14724,1.14663,0.69491,0.56233,0.61978,0.46445,0.94412,0.95927,1.15573,0.00703,0.00703,0.00703
182,65041.3,0.99819,1.14481,1.14407,0.69457,0.56297,0.62016,0.46454,0.94383,0.95861,1.15538,0.0070135,0.0070135,0.0070135
183,65397.8,1.00686,1.15155,1.14554,0.69632,0.56336,0.62052,0.46504,0.94372,0.95749,1.15499,0.006997,0.006997,0.006997
184,65756.1,1.00399,1.14837,1.14626,0.69546,0.56382,0.62104,0.46532,0.94367,0.95643,1.15466,0.0069805,0.0069805,0.0069805
185,66114.1,1.00034,1.14943,1.14918,0.69468,0.56461,0.62119,0.46558,0.94344,0.9555,1.15437,0.006964,0.006964,0.006964
186,66471.4,0.9976,1.14505,1.14284,0.69629,0.5643,0.62165,0.46597,0.94321,0.9545,1.15404,0.0069475,0.0069475,0.0069475
187,66828.7,1.00413,1.14566,1.14435,0.69665,0.56453,0.62206,0.46621,0.9428,0.95397,1.1536,0.006931,0.006931,0.006931
