epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
368,9671.96,0.98458,2.226,1.07884,1.08593,0.71069,0.59508,0.65349,0.48995,0.70575,0.57455,0.62573,0.40859,0.93309,2.04145,0.89565,1.07175,0.0039445,0.0039445,0.0039445
369,10274.7,0.98917,2.23589,1.08148,1.08818,0.71324,0.59378,0.65363,0.49022,0.70696,0.57452,0.62591,0.40874,0.93282,2.04028,0.89507,1.07164,0.003928,0.003928,0.003928
370,10877.4,0.9844,2.22539,1.07351,1.08137,0.71609,0.59266,0.65386,0.49021,0.70729,0.57392,0.62571,0.4089,0.93274,2.04068,0.8947,1.07153,0.0039115,0.0039115,0.0039115
371,11481.2,0.98709,2.23013,1.07767,1.08701,0.71378,0.59347,0.65399,0.49032,0.70527,0.57528,0.62567,0.40901,0.93274,2.04096,0.89443,1.07168,0.003895,0.003895,0.003895
372,12084.3,0.98175,2.22365,1.07356,1.0837,0.7143,0.59296,0.65394,0.49043,0.7035,0.5764,0.62572,0.40899,0.93242,2.04075,0.89456,1.07148,0.0038785,0.0038785,0.0038785
373,12688.2,0.98176,2.22136,1.07193,1.08401,0.70941,0.59599,0.65427,0.49079,0.70281,0.57632,0.62607,0.40931,0.93221,2.04031,0.89444,1.07141,0.003862,0.003862,0.003862
374,13292.4,0.98483,2.22364,1.06965,1.08273,0.71165,0.59507,0.65421,0.49072,0.70516,0.57606,0.62643,0.40958,0.93203,2.03968,0.89432,1.07127,0.0038455,0.0038455,0.0038455
375,13894.3,0.98459,2.22908,1.07246,1.08415,0.71286,0.5956,0.65455,0.49066,0.70628,0.57598,0.62663,0.40969,0.93198,2.03906,0.89395,1.07126,0.003829,0.003829,0.003829
376,14499.3,0.97926,2.2178,1.07203,1.08206,0.71383,0.59558,0.65469,0.49087,0.70713,0.57655,0.62672,0.40973,0.93197,2.03915,0.89392,1.0712,0.0038125,0.0038125,0.0038125
377,15103.5,0.98058,2.21254,1.07111,1.08183,0.71592,0.59379,0.65459,0.49082,0.70589,0.57775,0.62671,0.40968,0.93197,2.03837,0.89363,1.07106,0.003796,0.003796,0.003796
378,15707.1,0.98427,2.21655,1.07255,1.08417,0.71766,0.59348,0.65468,0.49114,0.70813,0.57667,0.62654,0.40988,0.93187,2.03839,0.89361,1.0709,0.0037795,0.0037795,0.0037795
379,16312.7,0.98471,2.22856,1.0761,1.08407,0.71812,0.59367,0.65469,0.49114,0.7066,0.57654,0.62658,0.40978,0.9316,2.03794,0.89343,1.07066,0.003763,0.003763,0.003763
380,16916,0.98539,2.22402,1.07355,1.08504,0.71502,0.5957,0.65487,0.49124,0.70803,0.57693,0.62691,0.40997,0.93163,2.03721,0.89326,1.07062,0.0037465,0.0037465,0.0037465
381,17519.8,0.97997,2.22263,1.06528,1.07987,0.71467,0.59642,0.655,0.49116,0.71027,0.57651,0.62698,0.41004,0.93152,2.03739,0.89319,1.07046,0.00373,0.00373,0.00373
382,18122.1,0.98189,2.22482,1.06664,1.08264,0.71964,0.59447,0.6547,0.4912,0.71282,0.57606,0.62681,0.40999,0.93138,2.03743,0.89273,1.07039,0.0037135,0.0037135,0.0037135
383,18725,0.9818,2.22066,1.06826,1.08219,0.72046,0.59336,0.65486,0.49147,0.70937,0.5774,0.62714,0.41028,0.93115,2.03734,0.89239,1.07014,0.003697,0.003697,0.003697
384,19327.7,0.98564,2.23147,1.07071,1.08273,0.72068,0.59339,0.65504,0.49137,0.71056,0.5762,0.62682,0.4101,0.93089,2.03661,0.89206,1.07001,0.0036805,0.0036805,0.0036805
385,19934.5,0.98247,2.21855,1.06854,1.08435,0.71916,0.59437,0.65518,0.49147,0.71062,0.57544,0.62706,0.41002,0.93085,2.03642,0.89175,1.06999,0.003664,0.003664,0.003664
386,20539.6,0.97899,2.20995,1.06372,1.0803,0.71941,0.59366,0.65532,0.49181,0.71206,0.57517,0.62754,0.41019,0.9309,2.03588,0.89172,1.06998,0.0036475,0.0036475,0.0036475
387,21142.4,0.98215,2.21174,1.06094,1.08067,0.71697,0.59397,0.65543,0.49185,0.71037,0.57591,0.62771,0.41043,0.93067,2.03614,0.89151,1.06983,0.003631,0.003631,0.003631
388,21746.5,0.98572,2.22553,1.06563,1.08219,0.71537,0.59435,0.65549,0.49208,0.71009,0.57582,0.62772,0.41044,0.9307,2.0361,0.89125,1.0698,0.0036145,0.0036145,0.0036145
389,22350.3,0.98011,2.21297,1.05836,1.07975,0.71773,0.59289,0.65549,0.49206,0.71187,0.57495,0.62782,0.41037,0.9303,2.03611,0.89072,1.0696,0.003598,0.003598,0.003598
390,22953.7,0.97871,2.21124,1.0617,1.07873,0.71871,0.59284,0.65556,0.49213,0.7132,0.57483,0.62831,0.41061,0.93021,2.03558,0.89033,1.06955,0.0035815,0.0035815,0.0035815
391,23557,0.97393,2.20424,1.06167,1.07858,0.71431,0.59548,0.65603,0.49253,0.7147,0.5744,0.62851,0.41068,0.93003,2.03552,0.89012,1.06946,0.003565,0.003565,0.003565
392,24161.1,0.97294,2.20665,1.05452,1.07775,0.71321,0.59593,0.65617,0.49278,0.70904,0.577,0.62861,0.41075,0.93001,2.03497,0.88988,1.0694,0.0035485,0.0035485,0.0035485
393,24767.1,0.98141,2.21862,1.06492,1.08115,0.71004,0.5973,0.65625,0.49273,0.7011,0.58165,0.62853,0.41073,0.93001,2.03537,0.88971,1.06925,0.003532,0.003532,0.003532
394,25370.7,0.98075,2.21081,1.05615,1.07961,0.70341,0.60213,0.65621,0.49292,0.70183,0.58095,0.62893,0.4108,0.92999,2.03527,0.88987,1.06922,0.0035155,0.0035155,0.0035155
395,25981.3,0.9767,2.20434,1.05308,1.07697,0.70789,0.60046,0.65615,0.49293,0.70417,0.58125,0.62938,0.41082,0.92999,2.03534,0.88927,1.06919,0.003499,0.003499,0.003499
396,26593,0.97441,2.2079,1.05801,1.07948,0.70994,0.60056,0.65636,0.49299,0.70271,0.58256,0.62957,0.41104,0.93004,2.03548,0.88905,1.06908,0.0034825,0.0034825,0.0034825
397,27199.9,0.97158,2.20463,1.05562,1.07619,0.70977,0.60072,0.65646,0.49307,0.70428,0.58168,0.62947,0.41135,0.92977,2.03439,0.88863,1.06884,0.003466,0.003466,0.003466
398,27805.4,0.97977,2.21107,1.05397,1.07766,0.71082,0.60094,0.65657,0.49331,0.70514,0.582,0.62992,0.41134,0.92966,2.03495,0.88839,1.06871,0.0034495,0.0034495,0.0034495
399,28408.2,0.98056,2.21873,1.05717,1.08023,0.7095,0.60131,0.65657,0.49334,0.70459,0.58194,0.62982,0.41146,0.92918,2.0344,0.88824,1.06839,0.003433,0.003433,0.003433
400,29012.1,0.97777,2.21487,1.05776,1.07917,0.71,0.60162,0.65698,0.49361,0.706,0.58192,0.63021,0.41174,0.92928,2.03388,0.88794,1.06827,0.0034165,0.0034165,0.0034165
401,29614.6,0.96825,2.19464,1.04412,1.0755,0.71027,0.60187,0.65701,0.49362,0.706,0.58174,0.63,0.41195,0.92905,2.03387,0.88757,1.06815,0.0034,0.0034,0.0034
402,30219.7,0.97889,2.2185,1.06152,1.08167,0.71427,0.59841,0.65716,0.4937,0.70654,0.58149,0.63058,0.41195,0.92904,2.03382,0.88736,1.06804,0.0033835,0.0033835,0.0033835
403,30822.2,0.97567,2.20515,1.05257,1.07907,0.70914,0.60298,0.65731,0.49377,0.70819,0.58087,0.63053,0.4122,0.92906,2.03283,0.88697,1.06786,0.003367,0.003367,0.003367
404,31428.4,0.97215,2.20156,1.0526,1.07851,0.70844,0.60261,0.6577,0.49411,0.70699,0.58204,0.63086,0.41267,0.92909,2.03279,0.88649,1.06789,0.0033505,0.0033505,0.0033505
405,32032.1,0.97549,2.21063,1.05175,1.07719,0.70876,0.603,0.6579,0.49445,0.70563,0.58239,0.63073,0.41266,0.92909,2.0319,0.88649,1.06788,0.003334,0.003334,0.003334
406,32635,0.97465,2.20363,1.0503,1.07762,0.71342,0.60032,0.65808,0.49467,0.70258,0.58377,0.63092,0.41286,0.92883,2.03116,0.88601,1.06761,0.0033175,0.0033175,0.0033175
407,33237.6,0.97148,2.20116,1.05055,1.07599,0.71056,0.60246,0.65823,0.49481,0.70691,0.5808,0.6308,0.41277,0.92859,2.03084,0.8859,1.06747,0.003301,0.003301,0.003301
408,33842.7,0.96851,2.20203,1.04819,1.07557,0.71039,0.60194,0.6584,0.49492,0.70658,0.58258,0.6316,0.41311,0.92847,2.03042,0.88562,1.06745,0.0032845,0.0032845,0.0032845
409,34447.1,0.97142,2.20205,1.04529,1.07595,0.71314,0.60118,0.65866,0.4951,0.70539,0.58308,0.63171,0.41337,0.9283,2.02992,0.88532,1.06726,0.003268,0.003268,0.003268
410,35049.6,0.9712,2.19573,1.04236,1.07385,0.71151,0.60256,0.65896,0.49555,0.70574,0.58242,0.63174,0.41362,0.92776,2.02976,0.88482,1.06693,0.0032515,0.0032515,0.0032515
411,35655.7,0.97645,2.20857,1.05171,1.07732,0.71147,0.60293,0.65922,0.49573,0.70643,0.58214,0.6321,0.41368,0.92796,2.02926,0.88449,1.06711,0.003235,0.003235,0.003235
412,36258.6,0.97046,2.19892,1.04686,1.07773,0.71214,0.60323,0.65948,0.49575,0.70488,0.58245,0.63217,0.41368,0.92785,2.02912,0.8845,1.06709,0.0032185,0.0032185,0.0032185
413,36863,0.97246,2.20141,1.04959,1.07727,0.71478,0.60224,0.65956,0.49603,0.70551,0.58314,0.6325,0.41392,0.92789,2.02865,0.88423,1.06702,0.003202,0.003202,0.003202
414,37464.9,0.96867,2.19182,1.04203,1.07432,0.71211,0.60305,0.65984,0.49619,0.69968,0.58716,0.63255,0.41374,0.92794,2.02794,0.88397,1.0669,0.0031855,0.0031855,0.0031855
415,38068.9,0.96818,2.18905,1.04469,1.07586,0.71057,0.60526,0.66006,0.49625,0.70011,0.5874,0.63252,0.41382,0.92772,2.02759,0.88378,1.06654,0.003169,0.003169,0.003169
416,38671.8,0.96894,2.19005,1.04268,1.07349,0.71348,0.60325,0.66009,0.49639,0.70058,0.58733,0.63286,0.41412,0.92774,2.02698,0.88373,1.06645,0.0031525,0.0031525,0.0031525
417,39274.4,0.96786,2.1913,1.04175,1.07382,0.71003,0.60603,0.6604,0.49654,0.70188,0.587,0.63287,0.41422,0.92794,2.02584,0.88328,1.06664,0.003136,0.003136,0.003136
418,39879.8,0.9676,2.19231,1.04022,1.07489,0.7097,0.60592,0.66044,0.49666,0.70339,0.58497,0.63278,0.41423,0.92784,2.02583,0.883,1.06656,0.0031195,0.0031195,0.0031195
419,40484.3,0.96843,2.1874,1.03982,1.07437,0.71582,0.60142,0.66024,0.49638,0.70897,0.58177,0.63272,0.41449,0.92768,2.02541,0.88245,1.06639,0.003103,0.003103,0.003103
420,41087.7,0.97302,2.19527,1.04432,1.07612,0.71724,0.60059,0.66035,0.49688,0.71262,0.57859,0.63286,0.41455,0.92773,2.02479,0.88221,1.06631,0.0030865,0.0030865,0.0030865
421,41690.2,0.96806,2.18836,1.03874,1.07271,0.71465,0.60215,0.66055,0.49677,0.71343,0.5785,0.63298,0.4148,0.92753,2.02436,0.88196,1.0661,0.00307,0.00307,0.00307
422,42293.3,0.96504,2.18896,1.0312,1.07138,0.71175,0.60377,0.66046,0.49684,0.70867,0.58032,0.63262,0.41463,0.92778,2.0237,0.88176,1.06623,0.0030535,0.0030535,0.0030535
423,42897.3,0.96658,2.18661,1.03478,1.07326,0.71364,0.60214,0.66041,0.49709,0.70774,0.58075,0.63272,0.41472,0.92767,2.02318,0.88159,1.06617,0.003037,0.003037,0.003037
424,43500.4,0.96645,2.18904,1.03277,1.07313,0.71598,0.60046,0.66073,0.49749,0.71058,0.58093,0.63326,0.41517,0.92725,2.02261,0.88104,1.06588,0.0030205,0.0030205,0.0030205
425,44104.2,0.96534,2.18194,1.02879,1.07188,0.71467,0.60118,0.6611,0.49765,0.70902,0.58143,0.63334,0.41538,0.92705,2.02277,0.88086,1.0657,0.003004,0.003004,0.003004
426,44708.2,0.97005,2.18591,1.03254,1.07208,0.71486,0.60132,0.66101,0.49794,0.7092,0.58256,0.63369,0.41548,0.92699,2.02222,0.88026,1.06555,0.0029875,0.0029875,0.0029875
427,45312.3,0.96707,2.18757,1.03153,1.07222,0.71643,0.60036,0.6612,0.4982,0.7089,0.5827,0.6337,0.41539,0.92704,2.02169,0.88016,1.06543,0.002971,0.002971,0.002971
428,45915.6,0.96579,2.18156,1.03221,1.07315,0.71624,0.60103,0.66145,0.4983,0.7111,0.58116,0.63411,0.41557,0.92696,2.02159,0.87975,1.06535,0.0029545,0.0029545,0.0029545
429,46520.5,0.964,2.18243,1.03344,1.07124,0.71536,0.60053,0.66138,0.49827,0.70869,0.58209,0.6341,0.41553,0.92679,2.02148,0.87933,1.06525,0.002938,0.002938,0.002938
430,47123.4,0.96964,2.19079,1.03597,1.07399,0.7164,0.60033,0.66162,0.49834,0.71045,0.58223,0.63419,0.41548,0.92667,2.02108,0.87933,1.0651,0.0029215,0.0029215,0.0029215
431,47728.5,0.96293,2.18002,1.02965,1.07066,0.7169,0.60035,0.66209,0.49862,0.70933,0.58302,0.6347,0.41594,0.9268,2.02108,0.8793,1.06509,0.002905,0.002905,0.002905
432,48331.4,0.96198,2.17587,1.02523,1.06982,0.71731,0.60011,0.66192,0.49853,0.71081,0.58317,0.63486,0.41571,0.92633,2.02075,0.87922,1.06464,0.0028885,0.0028885,0.0028885
433,48938.4,0.96572,2.18161,1.03111,1.07248,0.71764,0.60088,0.66208,0.49862,0.70873,0.58442,0.63502,0.41605,0.92637,2.01938,0.87861,1.0647,0.002872,0.002872,0.002872
434,49542.5,0.96234,2.17373,1.02679,1.07111,0.71722,0.60135,0.66246,0.4989,0.70744,0.58426,0.63485,0.41625,0.9261,2.01896,0.87824,1.06442,0.0028555,0.0028555,0.0028555
435,50146,0.96305,2.17192,1.02605,1.07039,0.7174,0.60101,0.66242,0.49901,0.70895,0.58325,0.63484,0.4164,0.92604,2.01894,0.87797,1.06444,0.002839,0.002839,0.002839
436,50750.9,0.9616,2.17717,1.02645,1.07031,0.71938,0.59958,0.66275,0.49928,0.71024,0.58267,0.63558,0.4165,0.92573,2.01913,0.87744,1.06419,0.0028225,0.0028225,0.0028225
437,51353.7,0.96103,2.1684,1.02836,1.0698,0.71726,0.60218,0.66305,0.49944,0.71031,0.58331,0.63587,0.41631,0.92556,2.01813,0.87711,1.06398,0.002806,0.002806,0.002806
438,51956.9,0.95727,2.1674,1.0187,1.06844,0.71858,0.60197,0.66337,0.49985,0.71205,0.58254,0.63621,0.41653,0.92551,2.01811,0.87678,1.06392,0.0027895,0.0027895,0.0027895
439,52560.9,0.96125,2.17561,1.02777,1.07021,0.72009,0.60061,0.66332,0.49974,0.71346,0.58173,0.63627,0.41644,0.92537,2.01781,0.8766,1.06376,0.002773,0.002773,0.002773
440,53166.4,0.96,2.16167,1.01744,1.06781,0.72347,0.59897,0.66341,0.49966,0.71629,0.58133,0.63632,0.41639,0.92555,2.0172,0.8763,1.06377,0.0027565,0.0027565,0.0027565
441,53770.5,0.96078,2.17527,1.02251,1.06965,0.72535,0.59814,0.66353,0.49971,0.717,0.58137,0.6362,0.41642,0.92548,2.01742,0.87618,1.06371,0.00274,0.00274,0.00274
442,54373.7,0.95614,2.16965,1.01861,1.06829,0.72097,0.60099,0.66367,0.49978,0.71565,0.5821,0.63623,0.41662,0.92558,2.01731,0.87614,1.06363,0.0027235,0.0027235,0.0027235
443,54979.6,0.95949,2.16928,1.0187,1.06989,0.71765,0.60319,0.66371,0.4998,0.71416,0.58281,0.63662,0.41643,0.92555,2.01639,0.87586,1.06373,0.002707,0.002707,0.002707
444,55582.8,0.95932,2.16461,1.01857,1.06914,0.71507,0.60332,0.66359,0.49992,0.7131,0.58287,0.6363,0.41645,0.9253,2.01619,0.87547,1.06365,0.0026905,0.0026905,0.0026905
445,56185.4,0.95819,2.16465,1.01904,1.06967,0.71409,0.60431,0.66358,0.49985,0.71068,0.58566,0.63656,0.41673,0.92505,2.01608,0.87546,1.06345,0.002674,0.002674,0.002674
446,56789,0.95221,2.15332,1.01356,1.06625,0.71826,0.60182,0.66401,0.50024,0.71256,0.58307,0.63646,0.41673,0.92443,2.01555,0.87522,1.06296,0.0026575,0.0026575,0.0026575
447,57391.9,0.95495,2.15749,1.01509,1.06748,0.71826,0.60218,0.66435,0.50043,0.71515,0.58116,0.63675,0.41682,0.92426,2.01452,0.87467,1.06291,0.002641,0.002641,0.002641
448,57995.4,0.95748,2.16823,1.01758,1.06875,0.7173,0.60233,0.66417,0.50069,0.71384,0.5823,0.63673,0.41684,0.92424,2.01437,0.87451,1.06288,0.0026245,0.0026245,0.0026245
449,58598.3,0.95667,2.15986,1.01412,1.06503,0.72026,0.60086,0.66469,0.50075,0.71515,0.58296,0.63717,0.41701,0.92397,2.01422,0.87442,1.06278,0.002608,0.002608,0.002608
450,59202.2,0.95317,2.15844,1.01012,1.06536,0.71989,0.60107,0.66481,0.50074,0.71759,0.58275,0.6374,0.41727,0.92392,2.01381,0.87413,1.06262,0.0025915,0.0025915,0.0025915
451,59807.4,0.95353,2.15773,1.00924,1.06585,0.72148,0.60231,0.66491,0.50082,0.7182,0.5827,0.63758,0.41728,0.92382,2.01346,0.87386,1.06259,0.002575,0.002575,0.002575
452,60413.3,0.96209,2.18009,1.01844,1.06973,0.7203,0.6018,0.66483,0.50081,0.71847,0.58305,0.63793,0.41719,0.92381,2.01222,0.87373,1.06253,0.0025585,0.0025585,0.0025585
453,61017,0.96009,2.17441,1.01379,1.06911,0.7209,0.60249,0.66504,0.5008,0.71719,0.58321,0.63766,0.41733,0.92363,2.01226,0.87339,1.06249,0.002542,0.002542,0.002542
454,61620.2,0.96226,2.17383,1.0134,1.06834,0.72319,0.60141,0.66532,0.50099,0.71947,0.58246,0.63791,0.41748,0.92351,2.01167,0.87318,1.06236,0.0025255,0.0025255,0.0025255
455,62225.3,0.95777,2.16078,1.01124,1.06677,0.72278,0.60172,0.66549,0.50116,0.72085,0.58215,0.63814,0.41768,0.92351,2.01108,0.87302,1.06221,0.002509,0.002509,0.002509
456,62829.6,0.95466,2.16366,1.0113,1.0657,0.72608,0.60112,0.66556,0.50128,0.72004,0.58261,0.6384,0.41792,0.92328,2.01051,0.87271,1.06199,0.0024925,0.0024925,0.0024925
457,63431.1,0.95695,2.16747,1.0102,1.06675,0.72184,0.60321,0.66558,0.50128,0.71658,0.58379,0.63849,0.41785,0.9229,2.01005,0.8724,1.06176,0.002476,0.002476,0.002476
458,64037.5,0.95106,2.1591,1.00538,1.06441,0.7236,0.60233,0.66578,0.5015,0.7158,0.58504,0.63902,0.418,0.92263,2.00934,0.87209,1.0615,0.0024595,0.0024595,0.0024595
459,64643.4,0.95377,2.15845,1.00777,1.06413,0.7237,0.60224,0.66592,0.50155,0.71738,0.58465,0.63892,0.41804,0.92266,2.01,0.87189,1.06146,0.002443,0.002443,0.002443
460,65248.3,0.94876,2.14552,0.99786,1.06211,0.72257,0.60382,0.66613,0.50194,0.71785,0.58461,0.63906,0.41812,0.92258,2.00957,0.87158,1.0614,0.0024265,0.0024265,0.0024265
461,65854,0.94736,2.13966,0.99837,1.06243,0.7191,0.60618,0.66653,0.50198,0.71719,0.58585,0.63925,0.41831,0.92245,2.00889,0.87127,1.06138,0.00241,0.00241,0.00241
462,66460.6,0.94963,2.15163,1.00096,1.06224,0.72097,0.6054,0.66689,0.50232,0.7192,0.58566,0.63971,0.41843,0.92214,2.0082,0.87108,1.06113,0.0023935,0.0023935,0.0023935
463,67064.6,0.94792,2.15432,1.00389,1.06362,0.72025,0.60547,0.66665,0.50217,0.71451,0.58682,0.6393,0.41837,0.92201,2.00788,0.87062,1.06098,0.002377,0.002377,0.002377
464,67668.5,0.95296,2.15134,1.00355,1.06512,0.7181,0.60657,0.66714,0.50268,0.71314,0.58707,0.63992,0.41885,0.92203,2.0079,0.87043,1.06093,0.0023605,0.0023605,0.0023605
465,68273.1,0.94805,2.15166,0.99655,1.06444,0.71838,0.60655,0.66716,0.5027,0.71156,0.58815,0.64019,0.41898,0.92178,2.00776,0.86993,1.06084,0.002344,0.002344,0.002344
466,68876.7,0.94675,2.13646,0.99708,1.06256,0.71524,0.60766,0.66713,0.50287,0.71173,0.58783,0.64021,0.41902,0.92185,2.0074,0.86952,1.06081,0.0023275,0.0023275,0.0023275
467,69480.5,0.94823,2.14685,0.99777,1.06182,0.71634,0.60757,0.66735,0.50286,0.71175,0.58794,0.64035,0.419,0.92191,2.00708,0.86915,1.06077,0.002311,0.002311,0.002311
468,70082.7,0.95071,2.14931,1.00499,1.06305,0.71797,0.60564,0.66748,0.50306,0.71044,0.58938,0.64051,0.41898,0.92172,2.00696,0.86882,1.06068,0.0022945,0.0022945,0.0022945
469,70686.4,0.9476,2.1402,0.9911,1.06272,0.71832,0.60652,0.6675,0.50312,0.70997,0.59005,0.64053,0.41903,0.92154,2.00658,0.86868,1.06052,0.002278,0.002278,0.002278
470,71289.8,0.94835,2.14621,0.99426,1.0635,0.71866,0.60675,0.66786,0.5033,0.71093,0.59024,0.64068,0.41919,0.92146,2.00614,0.86827,1.0605,0.0022615,0.0022615,0.0022615
471,71893.3,0.9468,2.14007,0.99323,1.06201,0.71906,0.60692,0.66797,0.50353,0.71162,0.59057,0.6408,0.41924,0.92128,2.00571,0.86819,1.06024,0.002245,0.002245,0.002245
472,72499.2,0.94549,2.13677,0.99319,1.06123,0.72124,0.60657,0.66792,0.50379,0.71299,0.5899,0.64091,0.41929,0.92122,2.00506,0.86782,1.06022,0.0022285,0.0022285,0.0022285
473,73101.3,0.94492,2.1389,0.99368,1.06119,0.71918,0.60756,0.66803,0.50387,0.71288,0.58984,0.64087,0.4193,0.92092,2.00457,0.86745,1.05986,0.002212,0.002212,0.002212
474,73703.5,0.9437,2.14085,0.99428,1.06149,0.72017,0.60623,0.66794,0.50382,0.71474,0.58892,0.64109,0.41929,0.9206,2.00409,0.86711,1.05961,0.0021955,0.0021955,0.0021955
475,74305.7,0.94791,2.14531,0.99304,1.06245,0.72087,0.60675,0.66809,0.50385,0.7156,0.58902,0.64103,0.41915,0.92058,2.00319,0.86702,1.05956,0.002179,0.002179,0.002179
476,74910.5,0.94519,2.14501,0.99003,1.06,0.72322,0.60593,0.66829,0.50402,0.71489,0.58941,0.64112,0.41974,0.92039,2.00278,0.86659,1.05934,0.0021625,0.0021625,0.0021625
477,75514.4,0.94565,2.13119,0.9883,1.05969,0.72229,0.60716,0.66844,0.5041,0.71358,0.59019,0.64121,0.41976,0.9203,2.00292,0.86634,1.05926,0.002146,0.002146,0.002146
478,76118.4,0.94425,2.13768,0.98946,1.06017,0.72239,0.60717,0.66857,0.50416,0.71367,0.5887,0.64121,0.4198,0.92029,2.00277,0.8661,1.05915,0.0021295,0.0021295,0.0021295
479,76723.3,0.94239,2.13245,0.98321,1.05858,0.72104,0.60786,0.66875,0.5045,0.71397,0.58933,0.64156,0.41999,0.92019,2.00245,0.86556,1.059,0.002113,0.002113,0.002113
480,77325.1,0.94684,2.14218,0.98452,1.05998,0.72337,0.60615,0.66909,0.50484,0.71294,0.59027,0.64195,0.42015,0.91982,2.00189,0.86501,1.05862,0.0020965,0.0020965,0.0020965
481,77927.2,0.94276,2.128,0.98074,1.05815,0.72251,0.60712,0.66914,0.50488,0.71615,0.58785,0.6418,0.42021,0.91965,2.0018,0.86469,1.05848,0.00208,0.00208,0.00208
482,78530.5,0.94341,2.12835,0.97874,1.05766,0.72485,0.60629,0.66929,0.50516,0.71774,0.58785,0.64209,0.42049,0.91948,2.0015,0.86441,1.05813,0.0020635,0.0020635,0.0020635
483,79135.9,0.94033,2.11975,0.97665,1.05679,0.72768,0.60508,0.66938,0.50527,0.7195,0.5867,0.64224,0.42064,0.91938,2.00081,0.86423,1.05799,0.002047,0.002047,0.002047
484,79739.5,0.94076,2.12423,0.97538,1.05645,0.7274,0.60533,0.6693,0.50541,0.71939,0.58776,0.64222,0.42062,0.91942,2.00019,0.86378,1.05795,0.0020305,0.0020305,0.0020305
