epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
47,86065.3,1.63866,0.71876,0.90996,1.11218,0.175261,0.175261,0.175261
48,87893.2,1.63582,0.7198,0.90988,1.11013,0.174223,0.174223,0.174223
49,89722.9,1.62984,0.71956,0.91,1.10877,0.173168,0.173168,0.173168
50,91550.8,1.625,0.72066,0.91092,1.10409,0.172095,0.172095,0.172095
51,93381.1,1.62185,0.72166,0.91118,1.10176,0.171004,0.171004,0.171004
52,95210.5,1.61514,0.72224,0.91156,1.09815,0.169895,0.169895,0.169895
53,97039.6,1.61357,0.72404,0.91224,1.09412,0.16877,0.16877,0.16877
54,98867.9,1.61049,0.72462,0.9128,1.09179,0.167628,0.167628,0.167628
55,100697,1.60598,0.72428,0.91294,1.08988,0.16647,0.16647,0.16647
56,102526,1.59886,0.72604,0.91298,1.08674,0.165295,0.165295,0.165295
57,104356,1.59594,0.72726,0.91332,1.08313,0.164105,0.164105,0.164105
58,106185,1.59247,0.72696,0.91384,1.08124,0.162899,0.162899,0.162899
59,108015,1.5854,0.72738,0.9136,1.07902,0.161678,0.161678,0.161678
60,109845,1.58136,0.72826,0.91418,1.07731,0.160442,0.160442,0.160442
61,111674,1.57614,0.72852,0.9141,1.07336,0.159191,0.159191,0.159191
62,113503,1.57297,0.72848,0.91494,1.07014,0.157926,0.157926,0.157926
63,115333,1.56967,0.72912,0.91548,1.0671,0.156646,0.156646,0.156646
64,117163,1.56278,0.7313,0.91578,1.0634,0.155353,0.155353,0.155353
65,118991,1.55922,0.73174,0.91632,1.06134,0.154047,0.154047,0.154047
66,120821,1.55294,0.7323,0.91656,1.05831,0.152727,0.152727,0.152727
67,122651,1.54725,0.7331,0.91756,1.05766,0.151395,0.151395,0.151395
68,124479,1.54247,0.73222,0.91786,1.05464,0.15005,0.15005,0.15005
69,126312,1.54105,0.73346,0.9183,1.0509,0.148694,0.148694,0.148694
70,128141,1.53214,0.73364,0.91844,1.04941,0.147325,0.147325,0.147325
71,129971,1.52647,0.73446,0.91876,1.04676,0.145945,0.145945,0.145945
72,131799,1.52096,0.73508,0.9195,1.04305,0.144554,0.144554,0.144554
73,133629,1.51843,0.73624,0.91968,1.03932,0.143152,0.143152,0.143152
74,135457,1.51298,0.73528,0.91958,1.03647,0.14174,0.14174,0.14174
75,137287,1.50541,0.73712,0.92002,1.03235,0.140318,0.140318,0.140318
76,139116,1.5009,0.73812,0.92076,1.03182,0.138886,0.138886,0.138886
77,140945,1.49711,0.739,0.92058,1.03063,0.137444,0.137444,0.137444
78,142773,1.49023,0.73978,0.92148,1.02658,0.135994,0.135994,0.135994
79,144602,1.4839,0.73936,0.92148,1.02368,0.134535,0.134535,0.134535
80,146431,1.47685,0.74072,0.92184,1.02115,0.133068,0.133068,0.133068
81,148261,1.47288,0.74112,0.9221,1.01761,0.131593,0.131593,0.131593
82,150091,1.46543,0.74158,0.92264,1.01458,0.13011,0.13011,0.13011
83,151921,1.46079,0.74264,0.92264,1.01131,0.12862,0.12862,0.12862
84,153750,1.45266,0.74286,0.9237,1.00721,0.127123,0.127123,0.127123
85,155579,1.44862,0.74368,0.92396,1.0045,0.12562,0.12562,0.12562
86,157408,1.4435,0.74496,0.92476,1.00104,0.124111,0.124111,0.124111
87,159240,1.43636,0.74582,0.925,0.99796,0.122596,0.122596,0.122596
88,161070,1.43048,0.74618,0.92518,0.99391,0.121076,0.121076,0.121076
89,162899,1.42413,0.74776,0.92556,0.99071,0.119551,0.119551,0.119551
90,164728,1.41671,0.74862,0.92522,0.98812,0.118021,0.118021,0.118021
91,166558,1.41258,0.74876,0.92574,0.98819,0.116487,0.116487,0.116487
92,168386,1.40556,0.7494,0.92568,0.98492,0.114949,0.114949,0.114949
93,170215,1.39935,0.74952,0.92666,0.9819,0.113408,0.113408,0.113408
94,172043,1.39164,0.75168,0.9265,0.97742,0.111864,0.111864,0.111864
95,173872,1.3839,0.75128,0.92674,0.97471,0.110317,0.110317,0.110317
96,175702,1.37992,0.75316,0.92746,0.97057,0.108767,0.108767,0.108767
97,177532,1.37056,0.75302,0.92812,0.96724,0.107216,0.107216,0.107216
98,179360,1.36437,0.75418,0.92902,0.96563,0.105664,0.105664,0.105664
99,181190,1.3572,0.75436,0.92908,0.961,0.10411,0.10411,0.10411
100,183018,1.34897,0.75476,0.92938,0.95811,0.102555,0.102555,0.102555
101,184848,1.34389,0.75534,0.92946,0.95684,0.101,0.101,0.101
102,186677,1.33696,0.75598,0.92946,0.95445,0.099445,0.099445,0.099445
103,188508,1.32887,0.75738,0.93072,0.94857,0.0978903,0.0978903,0.0978903
104,190336,1.32035,0.75778,0.93076,0.9445,0.0963365,0.0963365,0.0963365
105,192166,1.31374,0.7581,0.93104,0.94307,0.0947837,0.0947837,0.0947837
106,193995,1.30553,0.75886,0.93112,0.93966,0.0932325,0.0932325,0.0932325
107,195824,1.29813,0.76012,0.93136,0.93781,0.0916833,0.0916833,0.0916833
108,197653,1.29244,0.76088,0.9323,0.93368,0.0901363,0.0901363,0.0901363
109,199483,1.28422,0.76178,0.93342,0.93058,0.088592,0.088592,0.088592
110,201312,1.27445,0.76244,0.93358,0.92568,0.0870508,0.0870508,0.0870508
111,203142,1.26823,0.76438,0.9343,0.92239,0.085513,0.085513,0.085513
112,204971,1.25924,0.7642,0.93472,0.91855,0.083979,0.083979,0.083979
113,206801,1.25343,0.7648,0.93478,0.91612,0.0824492,0.0824492,0.0824492
114,208631,1.24262,0.76656,0.93538,0.91293,0.0809241,0.0809241,0.0809241
115,210463,1.23405,0.76668,0.9358,0.90939,0.0794038,0.0794038,0.0794038
116,212293,1.22673,0.76756,0.93566,0.9055,0.0778889,0.0778889,0.0778889
117,214123,1.21623,0.76786,0.93578,0.90158,0.0763797,0.0763797,0.0763797
118,215952,1.20973,0.76868,0.93646,0.8996,0.0748766,0.0748766,0.0748766
119,217781,1.20121,0.7694,0.93676,0.89551,0.0733799,0.0733799,0.0733799
120,219611,1.19062,0.76944,0.9371,0.89352,0.07189,0.07189,0.07189
121,221440,1.18274,0.77084,0.93758,0.88991,0.0704073,0.0704073,0.0704073
122,223268,1.17461,0.77122,0.93828,0.8864,0.0689322,0.0689322,0.0689322
123,225098,1.16612,0.77158,0.93904,0.88472,0.0674649,0.0674649,0.0674649
124,226927,1.15655,0.77278,0.93946,0.88073,0.066006,0.066006,0.066006
125,228757,1.14728,0.77308,0.93972,0.87663,0.0645557,0.0645557,0.0645557
126,230586,1.13692,0.77558,0.93988,0.87269,0.0631143,0.0631143,0.0631143
127,232416,1.12825,0.77662,0.9402,0.86895,0.0616824,0.0616824,0.0616824
128,234246,1.12137,0.77598,0.9409,0.86543,0.0602601,0.0602601,0.0602601
129,236075,1.1077,0.77702,0.9418,0.86268,0.0588479,0.0588479,0.0588479
130,237904,1.10083,0.77824,0.94178,0.85876,0.057446,0.057446,0.057446
131,239736,1.08916,0.77892,0.94196,0.85688,0.0560549,0.0560549,0.0560549
132,241566,1.07969,0.7802,0.94226,0.85415,0.0546749,0.0546749,0.0546749
133,243396,1.07002,0.78014,0.94258,0.85192,0.0533064,0.0533064,0.0533064
134,245225,1.06017,0.7806,0.94362,0.84901,0.0519496,0.0519496,0.0519496
135,247055,1.05082,0.78082,0.94366,0.84695,0.0506049,0.0506049,0.0506049
136,248879,1.03798,0.78172,0.94392,0.84471,0.0492726,0.0492726,0.0492726
137,250701,1.02817,0.78216,0.94416,0.8397,0.0479531,0.0479531,0.0479531
138,252523,1.01773,0.78368,0.9449,0.8366,0.0466467,0.0466467,0.0466467
139,254343,1.00723,0.78478,0.94576,0.83264,0.0453537,0.0453537,0.0453537
140,256165,0.99589,0.78524,0.94616,0.82829,0.0440745,0.0440745,0.0440745
141,257986,0.98473,0.78568,0.94634,0.82675,0.0428093,0.0428093,0.0428093
142,259807,0.97483,0.78504,0.94674,0.82577,0.0415584,0.0415584,0.0415584
143,261628,0.96413,0.7869,0.94738,0.82298,0.0403222,0.0403222,0.0403222
144,263449,0.95203,0.7878,0.94742,0.81799,0.039101,0.039101,0.039101
145,265271,0.94008,0.78836,0.94738,0.8135,0.037895,0.037895,0.037895
146,267092,0.92733,0.78888,0.94778,0.81305,0.0367046,0.0367046,0.0367046
147,268913,0.91535,0.78968,0.94824,0.81127,0.0355301,0.0355301,0.0355301
148,270735,0.90422,0.78984,0.94838,0.80884,0.0343718,0.0343718,0.0343718
149,272561,0.89257,0.79038,0.9484,0.80522,0.0332298,0.0332298,0.0332298
150,274390,0.87887,0.7909,0.9487,0.80343,0.0321046,0.0321046,0.0321046
151,276220,0.86704,0.79138,0.94932,0.80126,0.0309964,0.0309964,0.0309964
152,278049,0.85407,0.79348,0.94976,0.79726,0.0299055,0.0299055,0.0299055
153,279879,0.84184,0.79516,0.9499,0.79516,0.0288321,0.0288321,0.0288321
154,281707,0.82589,0.7956,0.94996,0.79188,0.0277765,0.0277765,0.0277765
155,283537,0.81511,0.79662,0.95046,0.78965,0.026739,0.026739,0.026739
156,285367,0.80066,0.79654,0.9507,0.78864,0.0257198,0.0257198,0.0257198
157,287196,0.78957,0.796,0.95162,0.78658,0.0247192,0.0247192,0.0247192
158,289024,0.77452,0.79874,0.95174,0.78392,0.0237374,0.0237374,0.0237374
159,290854,0.75984,0.79776,0.95162,0.78283,0.0227747,0.0227747,0.0227747
160,292682,0.74532,0.79782,0.9519,0.78136,0.0218312,0.0218312,0.0218312
161,294509,0.73274,0.79824,0.95192,0.78067,0.0209073,0.0209073,0.0209073
162,296337,0.71622,0.79834,0.95216,0.78032,0.0200032,0.0200032,0.0200032
163,298164,0.7021,0.79824,0.9523,0.77942,0.019119,0.019119,0.019119
164,299989,0.68813,0.79828,0.95226,0.77982,0.0182551,0.0182551,0.0182551
165,301817,0.67206,0.8002,0.95224,0.77818,0.0174115,0.0174115,0.0174115
166,303644,0.65679,0.79898,0.95256,0.77661,0.0165886,0.0165886,0.0165886
167,305469,0.64081,0.79948,0.95284,0.77808,0.0157865,0.0157865,0.0157865
168,307294,0.62439,0.80058,0.95268,0.77837,0.0150055,0.0150055,0.0150055
169,309119,0.60955,0.80038,0.95226,0.77961,0.0142456,0.0142456,0.0142456
170,310944,0.59435,0.8006,0.95268,0.77996,0.0135072,0.0135072,0.0135072
171,312769,0.57712,0.80018,0.95282,0.78064,0.0127904,0.0127904,0.0127904
172,314594,0.56047,0.8004,0.95286,0.78156,0.0120953,0.0120953,0.0120953
173,316419,0.54485,0.8008,0.95204,0.78257,0.0114221,0.0114221,0.0114221
174,318243,0.52801,0.80052,0.95254,0.78407,0.0107711,0.0107711,0.0107711
175,320068,0.51174,0.80062,0.95334,0.78537,0.0101423,0.0101423,0.0101423
176,321895,0.49529,0.80116,0.95288,0.78669,0.00953593,0.00953593,0.00953593
177,323720,0.47761,0.80154,0.95234,0.78845,0.00895213,0.00895213,0.00895213
178,325547,0.46275,0.80086,0.95246,0.79044,0.00839104,0.00839104,0.00839104
179,327371,0.44443,0.8002,0.95238,0.79335,0.0078528,0.0078528,0.0078528
180,329196,0.42801,0.80062,0.95264,0.79711,0.00733755,0.00733755,0.00733755
181,331020,0.41264,0.8008,0.95248,0.80126,0.0068454,0.0068454,0.0068454
182,332845,0.39673,0.80022,0.95242,0.8051,0.00637649,0.00637649,0.00637649
183,334670,0.38135,0.80034,0.95222,0.80895,0.00593093,0.00593093,0.00593093
184,336496,0.36676,0.7996,0.95144,0.81299,0.00550882,0.00550882,0.00550882
185,338321,0.35057,0.79912,0.9511,0.81741,0.00511027,0.00511027,0.00511027
186,340145,0.33517,0.79904,0.95086,0.82208,0.00473538,0.00473538,0.00473538
187,341970,0.32257,0.79814,0.95114,0.82623,0.00438424,0.00438424,0.00438424
188,343795,0.31061,0.79782,0.95044,0.83165,0.00405694,0.00405694,0.00405694
189,345620,0.29735,0.79724,0.95024,0.83778,0.00375356,0.00375356,0.00375356
190,347444,0.28557,0.79692,0.94996,0.84281,0.00347418,0.00347418,0.00347418
191,349272,0.27301,0.79734,0.94956,0.84686,0.00321885,0.00321885,0.00321885
192,351098,0.26133,0.7964,0.9497,0.85102,0.00298766,0.00298766,0.00298766
193,352923,0.25265,0.79608,0.94902,0.85627,0.00278064,0.00278064,0.00278064
194,354747,0.24454,0.79642,0.94904,0.8619,0.00259787,0.00259787,0.00259787
195,356572,0.23766,0.7956,0.94886,0.86716,0.00243937,0.00243937,0.00243937
196,358398,0.22954,0.7944,0.9486,0.87216,0.00230518,0.00230518,0.00230518
197,360223,0.22406,0.79448,0.94818,0.8761,0.00219535,0.00219535,0.00219535
198,362048,0.21899,0.79532,0.94814,0.88153,0.0021099,0.0021099,0.0021099
199,363874,0.21411,0.79442,0.94794,0.88553,0.00204885,0.00204885,0.00204885
200,365699,0.21118,0.79392,0.9478,0.88795,0.00201221,0.00201221,0.00201221
