epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
79,67426.5,2.05186,0.64384,0.86024,1.46621,0.134535,0.134535,0.134535
80,68370.1,2.04505,0.6444,0.86054,1.4643,0.133068,0.133068,0.133068
81,69305.8,2.04166,0.6447,0.86074,1.46038,0.131593,0.131593,0.131593
82,70253,2.0343,0.64592,0.86116,1.45661,0.13011,0.13011,0.13011
83,71185.5,2.02821,0.64714,0.8617,1.45237,0.12862,0.12862,0.12862
84,72123.8,2.02334,0.64724,0.86244,1.44912,0.127123,0.127123,0.127123
85,73068,2.01664,0.64848,0.86362,1.44626,0.12562,0.12562,0.12562
86,74006.6,2.01092,0.64822,0.86258,1.44362,0.124111,0.124111,0.124111
87,74952.6,2.00472,0.64836,0.86292,1.44067,0.122596,0.122596,0.122596
88,75896.8,1.99902,0.64958,0.86408,1.43786,0.121076,0.121076,0.121076
89,76830.6,1.99268,0.65012,0.86434,1.4354,0.119551,0.119551,0.119551
90,77802.2,1.9904,0.652,0.86488,1.43102,0.118021,0.118021,0.118021
91,78743.6,1.98392,0.65246,0.8649,1.42892,0.116487,0.116487,0.116487
92,79690.1,1.97559,0.6526,0.86546,1.42606,0.114949,0.114949,0.114949
93,80633,1.97116,0.65324,0.86588,1.42377,0.113408,0.113408,0.113408
94,81582.4,1.96512,0.65298,0.86704,1.42065,0.111864,0.111864,0.111864
95,82530.7,1.96015,0.65426,0.8669,1.41639,0.110317,0.110317,0.110317
96,83474.3,1.95214,0.65424,0.86776,1.41272,0.108767,0.108767,0.108767
97,84417.5,1.94467,0.65522,0.86808,1.40826,0.107216,0.107216,0.107216
98,85360.6,1.93876,0.6565,0.86826,1.40644,0.105664,0.105664,0.105664
99,86306.4,1.93107,0.65862,0.86942,1.40071,0.10411,0.10411,0.10411
100,87248.6,1.92566,0.6581,0.86892,1.3969,0.102555,0.102555,0.102555
101,88198.1,1.91905,0.6586,0.8695,1.39505,0.101,0.101,0.101
102,89140.6,1.91057,0.65964,0.8698,1.39239,0.099445,0.099445,0.099445
103,90087.9,1.90452,0.66056,0.87028,1.38797,0.0978903,0.0978903,0.0978903
104,91033.6,1.89872,0.66136,0.87072,1.38493,0.0963365,0.0963365,0.0963365
105,91972.2,1.88991,0.66246,0.87124,1.38256,0.0947837,0.0947837,0.0947837
106,92909.7,1.88412,0.66224,0.87134,1.37858,0.0932325,0.0932325,0.0932325
107,93848.9,1.87649,0.66242,0.87212,1.37466,0.0916833,0.0916833,0.0916833
108,94785.9,1.86737,0.6645,0.87284,1.36884,0.0901363,0.0901363,0.0901363
109,95732.9,1.86066,0.66564,0.87314,1.36606,0.088592,0.088592,0.088592
110,96670.2,1.85361,0.66642,0.87408,1.36225,0.0870508,0.0870508,0.0870508
111,97602.7,1.84587,0.66722,0.8749,1.35977,0.085513,0.085513,0.085513
112,98545.5,1.8385,0.66774,0.87498,1.35606,0.083979,0.083979,0.083979
113,99482.9,1.83008,0.66908,0.87504,1.35228,0.0824492,0.0824492,0.0824492
114,100416,1.82357,0.66974,0.87566,1.3487,0.0809241,0.0809241,0.0809241
115,101360,1.81575,0.67054,0.87618,1.34529,0.0794038,0.0794038,0.0794038
116,102302,1.80601,0.67136,0.87682,1.3411,0.0778889,0.0778889,0.0778889
117,103273,1.80019,0.67254,0.87692,1.33833,0.0763797,0.0763797,0.0763797
118,104269,1.79274,0.67268,0.87714,1.33658,0.0748766,0.0748766,0.0748766
119,105274,1.78242,0.67308,0.87824,1.333,0.0733799,0.0733799,0.0733799
120,106284,1.77499,0.67344,0.87768,1.32929,0.07189,0.07189,0.07189
121,107276,1.76829,0.67482,0.87832,1.32603,0.0704073,0.0704073,0.0704073
122,108283,1.75874,0.67544,0.879,1.3223,0.0689322,0.0689322,0.0689322
123,109282,1.75057,0.67668,0.87962,1.3186,0.0674649,0.0674649,0.0674649
124,110283,1.73939,0.67754,0.88082,1.31403,0.066006,0.066006,0.066006
125,111281,1.73346,0.67826,0.88124,1.31069,0.0645557,0.0645557,0.0645557
126,112297,1.72493,0.67878,0.88196,1.3071,0.0631143,0.0631143,0.0631143
127,113292,1.71477,0.6791,0.8821,1.30404,0.0616824,0.0616824,0.0616824
128,114286,1.70725,0.67968,0.88202,1.30077,0.0602601,0.0602601,0.0602601
129,115294,1.6979,0.6812,0.8833,1.29686,0.0588479,0.0588479,0.0588479
130,116302,1.69014,0.68208,0.8832,1.29241,0.057446,0.057446,0.057446
131,117303,1.67957,0.6825,0.88336,1.28981,0.0560549,0.0560549,0.0560549
132,118292,1.67256,0.68246,0.88356,1.28724,0.0546749,0.0546749,0.0546749
133,119303,1.6628,0.68432,0.88376,1.28306,0.0533064,0.0533064,0.0533064
134,120306,1.6533,0.68496,0.88454,1.28072,0.0519496,0.0519496,0.0519496
135,121299,1.64281,0.68556,0.88502,1.27614,0.0506049,0.0506049,0.0506049
136,122306,1.63573,0.68586,0.88536,1.27235,0.0492726,0.0492726,0.0492726
137,123306,1.62241,0.68662,0.88594,1.26814,0.0479531,0.0479531,0.0479531
138,124303,1.61339,0.68722,0.88594,1.26474,0.0466467,0.0466467,0.0466467
139,125310,1.6039,0.68856,0.8866,1.26078,0.0453537,0.0453537,0.0453537
140,126322,1.59499,0.69016,0.88728,1.2554,0.0440745,0.0440745,0.0440745
141,127330,1.58381,0.69106,0.88748,1.25257,0.0428093,0.0428093,0.0428093
142,128326,1.5754,0.69182,0.8886,1.24982,0.0415584,0.0415584,0.0415584
143,129345,1.5645,0.69256,0.88842,1.24664,0.0403222,0.0403222,0.0403222
144,130352,1.55429,0.69248,0.88804,1.24357,0.039101,0.039101,0.039101
145,131358,1.54294,0.69286,0.889,1.24224,0.037895,0.037895,0.037895
146,132363,1.53393,0.69344,0.88956,1.24048,0.0367046,0.0367046,0.0367046
147,133374,1.52323,0.69502,0.88998,1.23615,0.0355301,0.0355301,0.0355301
148,134377,1.51326,0.69494,0.891,1.23206,0.0343718,0.0343718,0.0343718
149,135377,1.50331,0.69616,0.891,1.22799,0.0332298,0.0332298,0.0332298
150,136387,1.49251,0.69586,0.89184,1.22617,0.0321046,0.0321046,0.0321046
151,137395,1.48099,0.69684,0.8914,1.22238,0.0309964,0.0309964,0.0309964
152,138394,1.46892,0.69756,0.8919,1.21868,0.0299055,0.0299055,0.0299055
153,139401,1.45712,0.69814,0.89242,1.21565,0.0288321,0.0288321,0.0288321
154,140414,1.44622,0.69846,0.89308,1.2122,0.0277765,0.0277765,0.0277765
155,141424,1.43565,0.69926,0.89274,1.20988,0.026739,0.026739,0.026739
156,142435,1.42397,0.70022,0.894,1.2057,0.0257198,0.0257198,0.0257198
157,143457,1.4132,0.70032,0.89478,1.20247,0.0247192,0.0247192,0.0247192
158,144458,1.40243,0.7015,0.89498,1.19909,0.0237374,0.0237374,0.0237374
159,145452,1.39056,0.70142,0.89552,1.19554,0.0227747,0.0227747,0.0227747
160,146470,1.3772,0.70212,0.8965,1.19092,0.0218312,0.0218312,0.0218312
161,147474,1.36503,0.70348,0.89698,1.18815,0.0209073,0.0209073,0.0209073
162,148477,1.35443,0.70432,0.89688,1.18533,0.0200032,0.0200032,0.0200032
163,149486,1.34109,0.70444,0.89698,1.18322,0.019119,0.019119,0.019119
164,150494,1.32998,0.70386,0.89744,1.18038,0.0182551,0.0182551,0.0182551
165,151481,1.31748,0.7055,0.8982,1.17928,0.0174115,0.0174115,0.0174115
166,152472,1.30448,0.70524,0.89802,1.17574,0.0165886,0.0165886,0.0165886
167,153472,1.29215,0.7068,0.8988,1.17364,0.0157865,0.0157865,0.0157865
168,154474,1.27983,0.70724,0.8988,1.17042,0.0150055,0.0150055,0.0150055
169,155472,1.2673,0.7092,0.89882,1.16675,0.0142456,0.0142456,0.0142456
170,156478,1.25414,0.70886,0.90018,1.16436,0.0135072,0.0135072,0.0135072
171,157491,1.24161,0.70936,0.90052,1.16224,0.0127904,0.0127904,0.0127904
172,158493,1.22826,0.70912,0.90072,1.16064,0.0120953,0.0120953,0.0120953
173,159479,1.21666,0.709,0.9008,1.15756,0.0114221,0.0114221,0.0114221
174,160493,1.20323,0.70932,0.901,1.15556,0.0107711,0.0107711,0.0107711
175,161494,1.19188,0.71006,0.90094,1.15332,0.0101423,0.0101423,0.0101423
176,162491,1.17673,0.7096,0.9017,1.15172,0.00953593,0.00953593,0.00953593
177,163493,1.1637,0.71092,0.90238,1.14965,0.00895213,0.00895213,0.00895213
178,164501,1.15119,0.71108,0.90248,1.14754,0.00839104,0.00839104,0.00839104
179,165503,1.13843,0.71214,0.90298,1.14474,0.0078528,0.0078528,0.0078528
180,166508,1.12711,0.71144,0.90284,1.1452,0.00733755,0.00733755,0.00733755
181,167518,1.11274,0.71194,0.90274,1.14325,0.0068454,0.0068454,0.0068454
182,168510,1.10211,0.71238,0.9036,1.14146,0.00637649,0.00637649,0.00637649
183,169510,1.08869,0.71222,0.90362,1.14084,0.00593093,0.00593093,0.00593093
184,170514,1.07776,0.71334,0.90394,1.13979,0.00550882,0.00550882,0.00550882
185,171516,1.0653,0.71366,0.9042,1.13833,0.00511027,0.00511027,0.00511027
186,172516,1.05208,0.7133,0.90428,1.13756,0.00473538,0.00473538,0.00473538
187,173526,1.04262,0.71382,0.90374,1.1365,0.00438424,0.00438424,0.00438424
188,174534,1.03188,0.71402,0.90454,1.13538,0.00405694,0.00405694,0.00405694
189,175541,1.02082,0.7145,0.90444,1.13494,0.00375356,0.00375356,0.00375356
190,176539,1.01116,0.7154,0.9042,1.13439,0.00347418,0.00347418,0.00347418
191,177569,1.0003,0.71512,0.90406,1.13356,0.00321885,0.00321885,0.00321885
192,178575,0.9926,0.71526,0.905,1.13198,0.00298766,0.00298766,0.00298766
193,179583,0.98391,0.71542,0.9044,1.13228,0.00278064,0.00278064,0.00278064
194,180596,0.97721,0.71582,0.90478,1.13227,0.00259787,0.00259787,0.00259787
195,181622,0.97027,0.7154,0.90478,1.13263,0.00243937,0.00243937,0.00243937
196,182634,0.96451,0.71534,0.90468,1.13252,0.00230518,0.00230518,0.00230518
197,183644,0.95908,0.7151,0.90524,1.13168,0.00219535,0.00219535,0.00219535
198,184665,0.95477,0.71606,0.9049,1.13128,0.0021099,0.0021099,0.0021099
199,185663,0.95196,0.71622,0.90532,1.13069,0.00204885,0.00204885,0.00204885
200,186661,0.94737,0.71654,0.90534,1.13098,0.00201221,0.00201221,0.00201221
