epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,10559.2,1.24021,1.71658,1.29567,0.55655,0.37404,0.40115,0.27777,1.22787,1.50236,1.2959,0.0094885,0.0094885,0.0094885
33,10889.8,1.23774,1.70911,1.29227,0.55317,0.37412,0.40095,0.27819,1.22711,1.50373,1.29493,0.009472,0.009472,0.009472
34,11221.7,1.2373,1.71125,1.29174,0.55561,0.37252,0.40163,0.27856,1.22629,1.50629,1.29392,0.0094555,0.0094555,0.0094555
35,11553.2,1.23304,1.69719,1.28827,0.55439,0.37257,0.40212,0.27905,1.22529,1.50885,1.29278,0.009439,0.009439,0.009439
36,11884.3,1.23414,1.69591,1.2877,0.55423,0.37333,0.40314,0.27981,1.22409,1.51006,1.29162,0.0094225,0.0094225,0.0094225
37,12215.1,1.23153,1.68835,1.28582,0.55222,0.37247,0.40315,0.28052,1.22265,1.51131,1.29016,0.009406,0.009406,0.009406
38,12544.7,1.22771,1.68414,1.28356,0.55525,0.37437,0.40419,0.28081,1.22162,1.51204,1.28889,0.0093895,0.0093895,0.0093895
39,12874.1,1.23258,1.6763,1.28262,0.55452,0.37673,0.40539,0.28185,1.22,1.51259,1.2872,0.009373,0.009373,0.009373
40,13204,1.22978,1.67636,1.28086,0.55427,0.37653,0.40595,0.28266,1.21867,1.51222,1.28565,0.0093565,0.0093565,0.0093565
41,13534.3,1.23014,1.67294,1.28029,0.56212,0.37687,0.40701,0.28375,1.21722,1.50991,1.28373,0.00934,0.00934,0.00934
42,13865.4,1.22746,1.66898,1.27818,0.56369,0.37644,0.40921,0.28533,1.21566,1.50812,1.28188,0.0093235,0.0093235,0.0093235
43,14196.6,1.22571,1.66466,1.27705,0.56783,0.37728,0.4105,0.28613,1.21451,1.50644,1.28048,0.009307,0.009307,0.009307
44,14527.2,1.22173,1.65751,1.27489,0.57182,0.37866,0.41203,0.28713,1.21342,1.50389,1.27913,0.0092905,0.0092905,0.0092905
45,14857.1,1.2227,1.65497,1.2734,0.57398,0.37914,0.41344,0.28829,1.21216,1.50091,1.27731,0.009274,0.009274,0.009274
46,15187.4,1.22208,1.65327,1.27272,0.5767,0.37981,0.41505,0.28976,1.21102,1.4983,1.27567,0.0092575,0.0092575,0.0092575
47,15516.8,1.22167,1.65005,1.27288,0.57916,0.3807,0.41671,0.29084,1.20981,1.49437,1.27404,0.009241,0.009241,0.009241
48,15847.6,1.21737,1.64597,1.27104,0.58153,0.38163,0.418,0.29218,1.2083,1.4889,1.27227,0.0092245,0.0092245,0.0092245
49,16179.4,1.21948,1.64569,1.27196,0.58697,0.38256,0.42023,0.29373,1.20643,1.48356,1.27034,0.009208,0.009208,0.009208
50,16512.4,1.21998,1.64132,1.27013,0.58383,0.38611,0.42229,0.29513,1.20496,1.47783,1.26856,0.0091915,0.0091915,0.0091915
51,16845,1.21502,1.64018,1.2678,0.58807,0.38731,0.42409,0.29657,1.2031,1.47241,1.26661,0.009175,0.009175,0.009175
52,17175.1,1.21676,1.63569,1.26789,0.58695,0.38898,0.42564,0.29789,1.20179,1.46697,1.26494,0.0091585,0.0091585,0.0091585
53,17504.2,1.21323,1.62959,1.26709,0.58913,0.39058,0.42736,0.29905,1.20019,1.46198,1.26326,0.009142,0.009142,0.009142
54,17841.3,1.21317,1.62857,1.26441,0.58907,0.39261,0.42916,0.30061,1.19868,1.45655,1.26133,0.0091255,0.0091255,0.0091255
55,18172.6,1.21323,1.62869,1.26429,0.59218,0.39245,0.43102,0.30205,1.19703,1.45049,1.25942,0.009109,0.009109,0.009109
56,18507.9,1.21182,1.62274,1.26402,0.59375,0.39389,0.43279,0.30349,1.19488,1.44384,1.25725,0.0090925,0.0090925,0.0090925
57,18839.1,1.21039,1.6224,1.26267,0.59419,0.39644,0.43461,0.30473,1.19316,1.43728,1.2556,0.009076,0.009076,0.009076
58,19169.2,1.2132,1.61665,1.26135,0.59334,0.3973,0.43606,0.30618,1.19118,1.43123,1.25379,0.0090595,0.0090595,0.0090595
59,19499.7,1.20927,1.61663,1.25983,0.5962,0.39918,0.43783,0.30768,1.18923,1.42537,1.25174,0.009043,0.009043,0.009043
60,19830,1.20963,1.61626,1.26171,0.59336,0.40393,0.43948,0.30883,1.18771,1.41922,1.25009,0.0090265,0.0090265,0.0090265
61,20159.5,1.20895,1.6122,1.26003,0.59338,0.40604,0.4407,0.30979,1.1861,1.41372,1.24829,0.00901,0.00901,0.00901
62,20485.8,1.20569,1.61011,1.25863,0.59122,0.40706,0.44229,0.31108,1.1844,1.40764,1.24658,0.0089935,0.0089935,0.0089935
63,20813.8,1.20939,1.61169,1.25863,0.58893,0.40886,0.44391,0.31227,1.18308,1.40156,1.24529,0.008977,0.008977,0.008977
64,21142.9,1.20742,1.6087,1.25911,0.5895,0.41032,0.44562,0.3134,1.18157,1.39564,1.24367,0.0089605,0.0089605,0.0089605
65,21471.3,1.20763,1.60325,1.25702,0.59201,0.41002,0.44741,0.31488,1.18,1.38929,1.24202,0.008944,0.008944,0.008944
66,21800.1,1.20743,1.6039,1.25768,0.59429,0.4111,0.44885,0.31596,1.17852,1.38334,1.24041,0.0089275,0.0089275,0.0089275
67,22130.5,1.20276,1.60107,1.25397,0.59637,0.41306,0.44983,0.31692,1.17725,1.37781,1.239,0.008911,0.008911,0.008911
68,22459.5,1.20369,1.5993,1.25544,0.59887,0.4138,0.45167,0.31845,1.1754,1.37281,1.23723,0.0088945,0.0088945,0.0088945
69,22789.8,1.19973,1.59944,1.25465,0.60144,0.41432,0.45319,0.31907,1.17452,1.36762,1.23621,0.008878,0.008878,0.008878
70,23120.7,1.209,1.59725,1.25728,0.59826,0.41561,0.45477,0.32029,1.17302,1.36276,1.23464,0.0088615,0.0088615,0.0088615
71,23451.9,1.19956,1.58702,1.25124,0.59872,0.41695,0.45604,0.32123,1.17187,1.35803,1.23351,0.008845,0.008845,0.008845
72,23781.1,1.20015,1.59132,1.25313,0.60069,0.41783,0.45701,0.32192,1.17053,1.3532,1.2323,0.0088285,0.0088285,0.0088285
73,24111.4,1.20092,1.58739,1.25226,0.60227,0.41898,0.45806,0.32273,1.1697,1.34882,1.23133,0.008812,0.008812,0.008812
74,24442.9,1.1978,1.58836,1.25139,0.60288,0.42003,0.45972,0.32355,1.16835,1.3443,1.23002,0.0087955,0.0087955,0.0087955
75,24772.2,1.20262,1.58466,1.25066,0.60488,0.42026,0.46064,0.32439,1.16756,1.3402,1.22877,0.008779,0.008779,0.008779
76,25095.8,1.19902,1.5903,1.252,0.60564,0.42135,0.46178,0.32499,1.16665,1.33658,1.22768,0.0087625,0.0087625,0.0087625
77,25418.6,1.20203,1.58771,1.25189,0.60912,0.42177,0.46246,0.32605,1.16567,1.33309,1.22651,0.008746,0.008746,0.008746
78,25741.2,1.19784,1.57981,1.25025,0.60844,0.4239,0.46346,0.32639,1.16473,1.32942,1.2254,0.0087295,0.0087295,0.0087295
79,26064.7,1.19432,1.58201,1.2487,0.6088,0.42461,0.46441,0.32693,1.16414,1.32675,1.22471,0.008713,0.008713,0.008713
80,26389.2,1.1957,1.5767,1.24899,0.6091,0.42544,0.46499,0.3276,1.16356,1.32402,1.22384,0.0086965,0.0086965,0.0086965
81,26712.3,1.19645,1.57366,1.24637,0.61507,0.42321,0.46587,0.32832,1.1627,1.32059,1.22281,0.00868,0.00868,0.00868
82,27039,1.19617,1.5789,1.25045,0.60982,0.42538,0.46699,0.32892,1.16175,1.31768,1.22179,0.0086635,0.0086635,0.0086635
83,27365.9,1.19677,1.57742,1.24764,0.61287,0.42607,0.46797,0.3297,1.16091,1.31461,1.22075,0.008647,0.008647,0.008647
84,27693.5,1.19637,1.57968,1.24956,0.60182,0.4297,0.46829,0.3302,1.16023,1.31248,1.22035,0.0086305,0.0086305,0.0086305
85,28022.8,1.19948,1.5721,1.2472,0.60321,0.43034,0.46872,0.33073,1.15986,1.31037,1.21974,0.008614,0.008614,0.008614
86,28347,1.19162,1.56613,1.24502,0.60004,0.4331,0.46935,0.33119,1.15927,1.3078,1.21911,0.0085975,0.0085975,0.0085975
87,28672.7,1.19535,1.57092,1.2467,0.59953,0.43277,0.46976,0.33102,1.15894,1.30584,1.2184,0.008581,0.008581,0.008581
88,28999,1.19154,1.56776,1.24531,0.60184,0.43268,0.47053,0.33152,1.15866,1.30319,1.21787,0.0085645,0.0085645,0.0085645
89,29322.9,1.19296,1.56437,1.24516,0.60481,0.433,0.47111,0.33206,1.15798,1.30135,1.21705,0.008548,0.008548,0.008548
90,29646.3,1.19103,1.55851,1.2436,0.60256,0.43463,0.47148,0.33231,1.15725,1.2992,1.21609,0.0085315,0.0085315,0.0085315
91,29969.4,1.19047,1.56903,1.2451,0.59867,0.43638,0.47241,0.33304,1.15686,1.29702,1.21545,0.008515,0.008515,0.008515
92,30295.7,1.19202,1.56444,1.24579,0.59664,0.43758,0.47297,0.33342,1.15645,1.29489,1.21498,0.0084985,0.0084985,0.0084985
93,30619.9,1.19184,1.55998,1.24338,0.60007,0.43727,0.47351,0.33398,1.15596,1.29244,1.21456,0.008482,0.008482,0.008482
94,30943.9,1.1927,1.5636,1.24439,0.59863,0.4396,0.47437,0.33446,1.15549,1.29035,1.2138,0.0084655,0.0084655,0.0084655
95,31266.7,1.19357,1.56643,1.24507,0.59923,0.44022,0.47521,0.33491,1.15471,1.28894,1.21306,0.008449,0.008449,0.008449
96,31590.6,1.18903,1.55706,1.24458,0.59765,0.44179,0.476,0.3355,1.15464,1.28714,1.21294,0.0084325,0.0084325,0.0084325
97,31914,1.1917,1.55791,1.2427,0.60125,0.44169,0.47677,0.33599,1.15423,1.2858,1.21267,0.008416,0.008416,0.008416
98,32237.3,1.18991,1.55789,1.24283,0.60341,0.44195,0.47755,0.33667,1.15344,1.28388,1.21204,0.0083995,0.0083995,0.0083995
99,32560.6,1.1915,1.55529,1.24221,0.60433,0.44268,0.47824,0.33726,1.15331,1.28214,1.21151,0.008383,0.008383,0.008383
100,32887.4,1.18983,1.55171,1.24226,0.60105,0.44365,0.47932,0.33778,1.15292,1.28104,1.21101,0.0083665,0.0083665,0.0083665
101,33211.3,1.19058,1.5543,1.24345,0.60427,0.44346,0.47978,0.33805,1.15276,1.27992,1.21049,0.00835,0.00835,0.00835
102,33535.1,1.18718,1.55311,1.24219,0.60019,0.44635,0.48032,0.33847,1.15226,1.27848,1.20994,0.0083335,0.0083335,0.0083335
103,33860.3,1.18576,1.55262,1.24037,0.59952,0.44775,0.48071,0.33901,1.15217,1.27651,1.20981,0.008317,0.008317,0.008317
104,34186.4,1.18653,1.55038,1.23952,0.59964,0.44951,0.48125,0.33935,1.15171,1.27504,1.20946,0.0083005,0.0083005,0.0083005
105,34510.9,1.18726,1.54748,1.24041,0.59948,0.44903,0.48177,0.33977,1.15135,1.2739,1.20896,0.008284,0.008284,0.008284
106,34836.3,1.1844,1.55044,1.23953,0.60432,0.44728,0.48226,0.34022,1.15077,1.27238,1.20851,0.0082675,0.0082675,0.0082675
107,35161.1,1.18781,1.5445,1.24069,0.60282,0.44631,0.48269,0.34056,1.15011,1.27114,1.20803,0.008251,0.008251,0.008251
108,35486.8,1.18727,1.54194,1.23932,0.60751,0.44668,0.48337,0.34074,1.14952,1.26964,1.20751,0.0082345,0.0082345,0.0082345
109,35811.3,1.18423,1.5402,1.23826,0.60304,0.44965,0.48382,0.34153,1.14906,1.26876,1.20711,0.008218,0.008218,0.008218
110,36134.5,1.18464,1.54079,1.23885,0.60137,0.45045,0.48408,0.34174,1.14827,1.26713,1.20674,0.0082015,0.0082015,0.0082015
111,36458.3,1.18427,1.54398,1.23771,0.59896,0.45285,0.48459,0.34222,1.14761,1.26573,1.20619,0.008185,0.008185,0.008185
112,36783.3,1.18288,1.54326,1.23746,0.60225,0.45276,0.48506,0.34241,1.1475,1.26457,1.20588,0.0081685,0.0081685,0.0081685
113,37110.1,1.18481,1.53933,1.23778,0.60007,0.45212,0.48534,0.34279,1.1473,1.26334,1.20589,0.008152,0.008152,0.008152
114,37436.6,1.18488,1.53858,1.23872,0.59651,0.45407,0.48555,0.34305,1.14682,1.2622,1.20567,0.0081355,0.0081355,0.0081355
115,37759.8,1.18436,1.53797,1.23706,0.60212,0.45252,0.48567,0.34303,1.14666,1.26154,1.20537,0.008119,0.008119,0.008119
116,38079.8,1.18437,1.53607,1.23703,0.60395,0.45222,0.48599,0.3436,1.14606,1.26028,1.2047,0.0081025,0.0081025,0.0081025
117,38401.7,1.18184,1.5361,1.23604,0.59885,0.4526,0.48645,0.34395,1.14567,1.25979,1.20442,0.008086,0.008086,0.008086
118,38726.1,1.18377,1.5367,1.23763,0.60738,0.44946,0.48663,0.34411,1.14555,1.2587,1.20394,0.0080695,0.0080695,0.0080695
119,39051.1,1.18172,1.53329,1.23517,0.6051,0.45052,0.48718,0.34442,1.14556,1.25808,1.20379,0.008053,0.008053,0.008053
120,39376.2,1.18231,1.5341,1.23632,0.60569,0.45063,0.4877,0.34463,1.14557,1.25693,1.20366,0.0080365,0.0080365,0.0080365
121,39701.9,1.18032,1.53147,1.23314,0.60224,0.45294,0.48795,0.3448,1.1453,1.25652,1.20354,0.00802,0.00802,0.00802
122,40026.7,1.18132,1.53228,1.23642,0.60507,0.45291,0.48833,0.34493,1.14543,1.25576,1.20351,0.0080035,0.0080035,0.0080035
123,40350.8,1.18056,1.52506,1.23427,0.60406,0.45333,0.48833,0.34501,1.14487,1.25455,1.20291,0.007987,0.007987,0.007987
124,40679.1,1.18253,1.52884,1.23485,0.60779,0.45266,0.48903,0.34523,1.14424,1.25377,1.20228,0.0079705,0.0079705,0.0079705
125,41009.8,1.18015,1.52976,1.2357,0.61013,0.45299,0.4894,0.34559,1.14384,1.2529,1.20194,0.007954,0.007954,0.007954
126,41337.9,1.17908,1.52379,1.23278,0.60994,0.45199,0.48993,0.34596,1.14319,1.25236,1.20086,0.0079375,0.0079375,0.0079375
127,41667.6,1.18068,1.52813,1.23428,0.60712,0.45335,0.49046,0.34647,1.14376,1.25132,1.2015,0.007921,0.007921,0.007921
128,41995.6,1.18306,1.52721,1.2354,0.60503,0.45671,0.49097,0.34667,1.14363,1.25008,1.20145,0.0079045,0.0079045,0.0079045
129,42325.8,1.17997,1.52386,1.23247,0.60564,0.45758,0.49133,0.34698,1.14355,1.24898,1.20121,0.007888,0.007888,0.007888
130,42650.9,1.17953,1.52477,1.23414,0.60862,0.4563,0.49178,0.34711,1.14339,1.2479,1.20103,0.0078715,0.0078715,0.0078715
131,42977.7,1.17858,1.52307,1.2323,0.60861,0.4565,0.49234,0.34733,1.14329,1.24666,1.20062,0.007855,0.007855,0.007855
132,43305.8,1.17904,1.52127,1.2331,0.60771,0.45655,0.49247,0.34756,1.14276,1.24508,1.20035,0.0078385,0.0078385,0.0078385
133,43636.1,1.17748,1.52122,1.23353,0.60777,0.45601,0.49282,0.34764,1.14235,1.24405,1.20005,0.007822,0.007822,0.007822
134,43966.6,1.17961,1.52168,1.23254,0.60898,0.45529,0.49294,0.34812,1.14203,1.24308,1.19993,0.0078055,0.0078055,0.0078055
135,44297.3,1.17454,1.51679,1.23182,0.60908,0.45755,0.49376,0.34873,1.14173,1.24212,1.19961,0.007789,0.007789,0.007789
136,44627.9,1.17749,1.51936,1.23218,0.61202,0.45668,0.49407,0.34895,1.14183,1.24102,1.19964,0.0077725,0.0077725,0.0077725
137,44959.6,1.17935,1.51919,1.23157,0.61104,0.45656,0.49421,0.34911,1.14162,1.24042,1.19936,0.007756,0.007756,0.007756
138,45289.4,1.17652,1.51681,1.23095,0.61102,0.45656,0.49463,0.34944,1.14098,1.23994,1.19904,0.0077395,0.0077395,0.0077395
139,45616.4,1.17333,1.51476,1.23104,0.60893,0.45714,0.49463,0.34958,1.14044,1.23916,1.1986,0.007723,0.007723,0.007723
140,45945.2,1.17511,1.51543,1.23035,0.61193,0.45743,0.49514,0.35,1.13972,1.23867,1.19803,0.0077065,0.0077065,0.0077065
141,46274.7,1.17584,1.52075,1.23186,0.61384,0.45666,0.4955,0.35022,1.13947,1.23831,1.19798,0.00769,0.00769,0.00769
142,46602.8,1.17859,1.51616,1.23259,0.61788,0.45402,0.49539,0.35031,1.13908,1.23776,1.19761,0.0076735,0.0076735,0.0076735
143,46931.4,1.17392,1.51533,1.23019,0.61756,0.45533,0.49546,0.3504,1.13822,1.23748,1.19683,0.007657,0.007657,0.007657
144,47257.1,1.17631,1.51577,1.23056,0.61524,0.45656,0.49564,0.35051,1.13797,1.2363,1.1966,0.0076405,0.0076405,0.0076405
145,47586.1,1.17481,1.51202,1.22936,0.6125,0.45705,0.4958,0.35066,1.13736,1.23612,1.19613,0.007624,0.007624,0.007624
146,47918.1,1.17286,1.51396,1.22828,0.61348,0.45786,0.49601,0.35098,1.13745,1.2352,1.19605,0.0076075,0.0076075,0.0076075
147,48247.5,1.17274,1.50878,1.22829,0.60988,0.45816,0.49618,0.35123,1.13695,1.23437,1.19589,0.007591,0.007591,0.007591
148,48577.9,1.17522,1.50766,1.22913,0.6081,0.45804,0.49675,0.35148,1.13664,1.23363,1.19559,0.0075745,0.0075745,0.0075745
149,48910.6,1.17169,1.50793,1.22814,0.61227,0.45679,0.49681,0.3512,1.13642,1.23271,1.19552,0.007558,0.007558,0.007558
150,49238.6,1.17303,1.51045,1.22984,0.61051,0.45795,0.49701,0.35104,1.13619,1.23188,1.19533,0.0075415,0.0075415,0.0075415
151,49566.8,1.176,1.50607,1.22933,0.61705,0.45623,0.49725,0.3514,1.13604,1.23108,1.19509,0.007525,0.007525,0.007525
152,49893.7,1.17106,1.50267,1.22728,0.61499,0.45825,0.49728,0.35141,1.13598,1.23068,1.19495,0.0075085,0.0075085,0.0075085
153,50222.7,1.17082,1.50434,1.2289,0.60925,0.46154,0.49761,0.3518,1.13585,1.23038,1.1946,0.007492,0.007492,0.007492
154,50556.5,1.17317,1.50512,1.22847,0.6069,0.46262,0.49801,0.35223,1.1354,1.22931,1.19407,0.0074755,0.0074755,0.0074755
155,50884.8,1.1735,1.50684,1.22871,0.61102,0.46261,0.49852,0.35247,1.13571,1.22872,1.19408,0.007459,0.007459,0.007459
156,51214.2,1.1703,1.49913,1.22523,0.61117,0.46291,0.49893,0.35287,1.13576,1.22809,1.19386,0.0074425,0.0074425,0.0074425
157,51539.5,1.17032,1.50412,1.22773,0.61129,0.46299,0.49913,0.35296,1.13562,1.22793,1.19357,0.007426,0.007426,0.007426
158,51864.1,1.17103,1.50182,1.22734,0.60888,0.4642,0.49931,0.35293,1.13506,1.22689,1.19314,0.0074095,0.0074095,0.0074095
159,52187.6,1.17071,1.50178,1.22671,0.60997,0.46381,0.49963,0.3529,1.1346,1.22586,1.19273,0.007393,0.007393,0.007393
160,52516.2,1.17093,1.50082,1.22641,0.61354,0.46231,0.50003,0.3532,1.13399,1.22582,1.19218,0.0073765,0.0073765,0.0073765
161,52847.1,1.16851,1.498,1.22646,0.61474,0.46145,0.49999,0.35344,1.13372,1.22532,1.19182,0.00736,0.00736,0.00736
162,53176.7,1.16946,1.49558,1.22727,0.61163,0.46368,0.50028,0.35371,1.13359,1.22465,1.19176,0.0073435,0.0073435,0.0073435
163,53504.9,1.16989,1.49725,1.22544,0.61472,0.46336,0.50008,0.35377,1.13362,1.22411,1.19161,0.007327,0.007327,0.007327
164,53833.2,1.16792,1.49938,1.22564,0.61512,0.46384,0.5005,0.35421,1.13332,1.22347,1.19146,0.0073105,0.0073105,0.0073105
165,54161,1.16973,1.49438,1.22757,0.61673,0.46218,0.5005,0.35436,1.13327,1.22335,1.1913,0.007294,0.007294,0.007294
166,54490.1,1.16975,1.49699,1.22722,0.6116,0.46584,0.50083,0.35447,1.13344,1.22292,1.19136,0.0072775,0.0072775,0.0072775
167,54819.8,1.16607,1.49268,1.22525,0.61655,0.46343,0.50098,0.35426,1.1336,1.22293,1.1914,0.007261,0.007261,0.007261
168,55146.4,1.16684,1.49442,1.22448,0.61717,0.46306,0.50094,0.35462,1.13378,1.22255,1.19171,0.0072445,0.0072445,0.0072445
169,55474.5,1.16495,1.49142,1.22542,0.61517,0.46367,0.50105,0.35455,1.13397,1.22277,1.19154,0.007228,0.007228,0.007228
170,55801.8,1.16509,1.49167,1.22419,0.61456,0.46228,0.50127,0.35508,1.13445,1.22284,1.19198,0.0072115,0.0072115,0.0072115
171,56130.1,1.16834,1.49061,1.22345,0.61036,0.46635,0.50128,0.35535,1.13469,1.22233,1.19198,0.007195,0.007195,0.007195
172,56459.2,1.16926,1.49436,1.22592,0.61182,0.46562,0.50114,0.35519,1.13445,1.22195,1.19171,0.0071785,0.0071785,0.0071785
173,56789.5,1.16751,1.48894,1.22441,0.61642,0.46113,0.50081,0.35535,1.1343,1.22153,1.19167,0.007162,0.007162,0.007162
174,57115.7,1.16877,1.48924,1.22446,0.61539,0.4634,0.50109,0.35529,1.13412,1.22094,1.19136,0.0071455,0.0071455,0.0071455
175,57442.6,1.16447,1.49081,1.22417,0.62044,0.46,0.50125,0.35559,1.13329,1.22079,1.19071,0.007129,0.007129,0.007129
176,57774.5,1.16861,1.49011,1.22314,0.61974,0.46212,0.50138,0.35544,1.13294,1.22032,1.19047,0.0071125,0.0071125,0.0071125
177,58108.2,1.16779,1.48849,1.22523,0.61959,0.46141,0.50151,0.35561,1.13252,1.21979,1.19027,0.007096,0.007096,0.007096
178,58440.8,1.16723,1.48935,1.22525,0.62365,0.46034,0.50185,0.35584,1.13253,1.21925,1.19053,0.0070795,0.0070795,0.0070795
179,58768.5,1.16728,1.4867,1.22396,0.6268,0.45909,0.50242,0.35617,1.13222,1.2183,1.18993,0.007063,0.007063,0.007063
180,59097.1,1.16217,1.4844,1.22156,0.62723,0.4603,0.50303,0.35625,1.13159,1.2179,1.18923,0.0070465,0.0070465,0.0070465
181,59427.7,1.16645,1.4849,1.22176,0.62854,0.45922,0.50303,0.35654,1.1316,1.21772,1.18934,0.00703,0.00703,0.00703
182,59755.9,1.1691,1.48455,1.22278,0.62536,0.46063,0.50299,0.35659,1.13132,1.21702,1.18904,0.0070135,0.0070135,0.0070135
183,60083.7,1.16837,1.48965,1.22294,0.62455,0.45961,0.50331,0.35686,1.13092,1.21683,1.18841,0.006997,0.006997,0.006997
184,60411.2,1.16362,1.48663,1.22246,0.62004,0.46161,0.50322,0.35713,1.13061,1.21636,1.18831,0.0069805,0.0069805,0.0069805
185,60740.8,1.1652,1.48264,1.22248,0.61605,0.46357,0.50348,0.35733,1.13063,1.21621,1.18822,0.006964,0.006964,0.006964
186,61068.5,1.16397,1.48661,1.22325,0.62044,0.46252,0.50402,0.35761,1.13058,1.21605,1.1881,0.0069475,0.0069475,0.0069475
187,61397.5,1.16497,1.47799,1.22029,0.62099,0.46216,0.50357,0.35741,1.13024,1.21591,1.1877,0.006931,0.006931,0.006931
