epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,46735,0.98419,2.25621,1.17355,1.12128,0.67115,0.53712,0.5964,0.44583,0.65941,0.51904,0.56733,0.36873,0.94247,2.15154,1.02731,1.15121,0.0089605,0.0089605,0.0089605
65,47465.5,0.97975,2.24385,1.16253,1.11861,0.67082,0.5394,0.59794,0.44708,0.66078,0.51992,0.56893,0.36997,0.94142,2.14815,1.02355,1.14988,0.008944,0.008944,0.008944
66,48193.9,0.98197,2.24525,1.16158,1.11735,0.67165,0.54135,0.59993,0.44844,0.65904,0.52369,0.57084,0.37119,0.94053,2.14441,1.01911,1.1488,0.0089275,0.0089275,0.0089275
67,48922.8,0.98026,2.24464,1.1632,1.11672,0.67373,0.54099,0.6008,0.44959,0.6636,0.52181,0.57203,0.37227,0.93944,2.14053,1.01552,1.14747,0.008911,0.008911,0.008911
68,49652.1,0.97488,2.23397,1.16179,1.1169,0.67359,0.54331,0.60209,0.45071,0.66332,0.52334,0.57329,0.3733,0.93809,2.13753,1.01241,1.146,0.0088945,0.0088945,0.0088945
69,50381.2,0.97454,2.23132,1.15575,1.11581,0.6747,0.54325,0.60297,0.45159,0.66583,0.52421,0.57447,0.37436,0.93741,2.13397,1.00911,1.14502,0.008878,0.008878,0.008878
70,51110,0.97864,2.23773,1.15876,1.11514,0.67601,0.5435,0.60433,0.45282,0.66462,0.52549,0.57585,0.37537,0.93662,2.13044,1.00589,1.14397,0.0088615,0.0088615,0.0088615
71,51840.2,0.97261,2.22665,1.1528,1.11382,0.67714,0.54472,0.60621,0.45451,0.66784,0.52553,0.57776,0.37678,0.93582,2.12709,1.00269,1.14281,0.008845,0.008845,0.008845
72,52568.9,0.97345,2.23155,1.14972,1.11355,0.67772,0.54588,0.60786,0.45557,0.66902,0.52794,0.57952,0.37783,0.93463,2.12371,0.99958,1.14143,0.0088285,0.0088285,0.0088285
73,53297.7,0.97706,2.23895,1.15337,1.11599,0.67682,0.54511,0.60886,0.45653,0.6664,0.52665,0.58052,0.37856,0.93376,2.12026,0.99638,1.14019,0.008812,0.008812,0.008812
74,54027.1,0.96703,2.22395,1.14229,1.11055,0.68068,0.5441,0.60973,0.45727,0.66897,0.52745,0.58157,0.37926,0.93306,2.11785,0.99344,1.13927,0.0087955,0.0087955,0.0087955
75,54757.4,0.97035,2.22587,1.14207,1.11206,0.68079,0.54484,0.61026,0.45766,0.67024,0.52826,0.5823,0.37974,0.93255,2.11486,0.99115,1.13843,0.008779,0.008779,0.008779
76,55485.9,0.96964,2.22516,1.14189,1.11187,0.6852,0.54549,0.61105,0.45831,0.6767,0.52587,0.58278,0.38034,0.93186,2.11138,0.98871,1.1376,0.0087625,0.0087625,0.0087625
77,56215.7,0.96532,2.21471,1.138,1.10839,0.68563,0.54659,0.61224,0.45944,0.67739,0.52595,0.58403,0.38128,0.93094,2.10887,0.98598,1.13673,0.008746,0.008746,0.008746
78,56945,0.9644,2.2125,1.14035,1.10946,0.69328,0.54358,0.61325,0.46024,0.68073,0.52639,0.58518,0.38187,0.93054,2.10732,0.98348,1.13609,0.0087295,0.0087295,0.0087295
79,57674.3,0.9674,2.22086,1.13654,1.1102,0.6949,0.54265,0.61451,0.46139,0.68222,0.52585,0.58639,0.38319,0.92957,2.1048,0.9811,1.13505,0.008713,0.008713,0.008713
80,58403.7,0.96783,2.21969,1.1337,1.11095,0.69744,0.54401,0.61584,0.46267,0.68456,0.52629,0.58722,0.38398,0.92849,2.10259,0.97904,1.13396,0.0086965,0.0086965,0.0086965
81,59133.4,0.96683,2.2138,1.14001,1.10988,0.68869,0.55104,0.61681,0.46332,0.69001,0.5252,0.58819,0.38453,0.92771,2.10037,0.97696,1.13319,0.00868,0.00868,0.00868
82,59863.7,0.96516,2.21105,1.13386,1.10911,0.68986,0.55339,0.61829,0.46433,0.68479,0.5313,0.58969,0.38551,0.92709,2.09772,0.97473,1.13244,0.0086635,0.0086635,0.0086635
83,60593.1,0.9674,2.21349,1.13674,1.10947,0.68951,0.55551,0.61932,0.46561,0.68209,0.53359,0.59083,0.38586,0.92648,2.09525,0.97257,1.13166,0.008647,0.008647,0.008647
84,61323.1,0.96524,2.21264,1.13122,1.10883,0.69531,0.55262,0.62057,0.46616,0.67814,0.53738,0.59174,0.38651,0.92558,2.09378,0.97032,1.13079,0.0086305,0.0086305,0.0086305
85,62052.9,0.96654,2.21564,1.13338,1.10772,0.67665,0.56218,0.62102,0.46648,0.65832,0.54743,0.59212,0.38659,0.92497,2.0915,0.96834,1.13013,0.008614,0.008614,0.008614
86,62782.3,0.96051,2.21099,1.12776,1.10691,0.67802,0.56344,0.62161,0.46737,0.66301,0.54643,0.59306,0.3872,0.92443,2.08863,0.96609,1.12959,0.0085975,0.0085975,0.0085975
87,63512,0.96101,2.1983,1.12231,1.1058,0.68203,0.56208,0.6224,0.46809,0.66697,0.54652,0.59404,0.38777,0.92393,2.08664,0.9641,1.12899,0.008581,0.008581,0.008581
88,64241.6,0.95822,2.19922,1.1277,1.10409,0.67841,0.56647,0.62336,0.4689,0.66482,0.54898,0.59476,0.38867,0.92344,2.08417,0.962,1.1285,0.0085645,0.0085645,0.0085645
89,64970.8,0.96154,2.20874,1.12811,1.10627,0.68508,0.56304,0.62412,0.46955,0.67392,0.54392,0.59544,0.38926,0.9225,2.08146,0.96007,1.12761,0.008548,0.008548,0.008548
90,65700.8,0.9593,2.20258,1.12048,1.10465,0.68302,0.56763,0.62515,0.47039,0.66887,0.54996,0.59642,0.39027,0.92202,2.07919,0.95775,1.12705,0.0085315,0.0085315,0.0085315
91,66430.1,0.95601,2.19104,1.11471,1.10279,0.68453,0.56648,0.62607,0.47095,0.67565,0.547,0.59729,0.3908,0.92091,2.0765,0.95608,1.12619,0.008515,0.008515,0.008515
92,67159.4,0.95774,2.20007,1.11615,1.10378,0.68837,0.56491,0.62682,0.47149,0.68604,0.54037,0.59797,0.3911,0.92067,2.07484,0.95426,1.1257,0.0084985,0.0084985,0.0084985
93,67889.5,0.96385,2.21009,1.11997,1.10516,0.69106,0.56396,0.62761,0.47205,0.68172,0.54584,0.59887,0.39182,0.92044,2.07283,0.95245,1.12545,0.008482,0.008482,0.008482
94,68621.4,0.95905,2.19279,1.11754,1.10375,0.68891,0.56709,0.62862,0.47298,0.68804,0.54375,0.59986,0.3922,0.92016,2.07112,0.95111,1.12483,0.0084655,0.0084655,0.0084655
95,69351.7,0.95552,2.19115,1.11429,1.10119,0.68938,0.5672,0.62919,0.47327,0.68865,0.5439,0.60088,0.39307,0.91966,2.06964,0.94918,1.12407,0.008449,0.008449,0.008449
96,70081.4,0.95719,2.19824,1.1207,1.10414,0.68758,0.56916,0.62967,0.47351,0.68141,0.54828,0.60136,0.39319,0.91957,2.06866,0.9474,1.12377,0.0084325,0.0084325,0.0084325
97,70811.7,0.95801,2.20339,1.11477,1.10124,0.68277,0.57199,0.63014,0.4738,0.67903,0.55033,0.6016,0.39338,0.91892,2.06735,0.94609,1.123,0.008416,0.008416,0.008416
98,71541.8,0.9601,2.19404,1.11387,1.10189,0.68298,0.57259,0.63055,0.47439,0.67896,0.55237,0.60263,0.39397,0.91884,2.06577,0.94497,1.12286,0.0083995,0.0083995,0.0083995
99,72271.7,0.95258,2.183,1.10673,1.10142,0.68399,0.57174,0.63062,0.4748,0.67757,0.55278,0.60274,0.39433,0.91822,2.0638,0.944,1.12239,0.008383,0.008383,0.008383
100,73001,0.95655,2.18349,1.10793,1.10103,0.68464,0.57224,0.63116,0.47496,0.67975,0.55175,0.60307,0.39474,0.91748,2.0613,0.94293,1.12165,0.0083665,0.0083665,0.0083665
101,73729.8,0.95694,2.19518,1.11017,1.1022,0.68823,0.5717,0.63156,0.47548,0.68337,0.55212,0.60366,0.39516,0.91694,2.05991,0.94173,1.12102,0.00835,0.00835,0.00835
102,74460,0.95324,2.18332,1.10699,1.10087,0.68787,0.57117,0.6319,0.47542,0.68428,0.54968,0.60368,0.39508,0.91685,2.05853,0.94064,1.12088,0.0083335,0.0083335,0.0083335
103,75188.9,0.95211,2.19181,1.1054,1.09915,0.68873,0.57185,0.63217,0.47575,0.68325,0.55112,0.60435,0.3953,0.9167,2.05629,0.9393,1.12058,0.008317,0.008317,0.008317
104,75918.4,0.9539,2.18883,1.1026,1.09877,0.693,0.57023,0.63272,0.47629,0.68277,0.5523,0.60485,0.39554,0.91605,2.05391,0.93782,1.12042,0.0083005,0.0083005,0.0083005
105,76647.8,0.9498,2.17288,1.0969,1.09899,0.69215,0.57212,0.63332,0.47662,0.68149,0.55453,0.60561,0.39604,0.91563,2.05178,0.9367,1.12017,0.008284,0.008284,0.008284
106,77378.1,0.95037,2.17863,1.10199,1.09842,0.68857,0.57689,0.63394,0.47691,0.67704,0.55952,0.60583,0.39652,0.9152,2.05068,0.93501,1.11969,0.0082675,0.0082675,0.0082675
107,78108.2,0.95277,2.18642,1.10259,1.09991,0.69215,0.57546,0.63424,0.47723,0.68592,0.55419,0.60617,0.39663,0.91504,2.04968,0.93383,1.11955,0.008251,0.008251,0.008251
108,78839,0.95511,2.18902,1.10061,1.09874,0.69121,0.57505,0.6348,0.47761,0.68575,0.5545,0.60696,0.39719,0.91468,2.04765,0.93268,1.1192,0.0082345,0.0082345,0.0082345
109,79568.9,0.95689,2.19284,1.10154,1.09958,0.69567,0.57162,0.63534,0.47788,0.68671,0.55477,0.60728,0.39767,0.91439,2.04642,0.9316,1.11887,0.008218,0.008218,0.008218
110,80299.9,0.94742,2.17274,1.09433,1.09731,0.69927,0.56964,0.63583,0.47844,0.68939,0.5531,0.60763,0.39773,0.91407,2.04558,0.92983,1.11848,0.0082015,0.0082015,0.0082015
111,81030.6,0.94743,2.17508,1.09545,1.09686,0.6988,0.57222,0.63692,0.47933,0.69715,0.55006,0.60843,0.39841,0.9136,2.04434,0.92835,1.11792,0.008185,0.008185,0.008185
112,81762.3,0.9504,2.18304,1.09569,1.09745,0.695,0.57455,0.63706,0.47947,0.6874,0.55673,0.60901,0.3988,0.91303,2.04298,0.92742,1.11727,0.0081685,0.0081685,0.0081685
113,82493.7,0.95051,2.17769,1.09244,1.09915,0.69402,0.57689,0.6376,0.48004,0.68474,0.55728,0.60927,0.39867,0.91269,2.04137,0.92623,1.11704,0.008152,0.008152,0.008152
114,83223,0.95063,2.19351,1.10236,1.09891,0.69502,0.5769,0.63813,0.4804,0.68774,0.55733,0.60938,0.39898,0.91268,2.0398,0.92528,1.11706,0.0081355,0.0081355,0.0081355
115,83952.3,0.95423,2.18222,1.0934,1.09735,0.69839,0.57466,0.63894,0.48079,0.69021,0.55545,0.6104,0.39946,0.91255,2.03897,0.92465,1.11693,0.008119,0.008119,0.008119
116,84683.3,0.94479,2.17021,1.08958,1.09718,0.69517,0.57558,0.63898,0.48113,0.68637,0.55742,0.61075,0.39995,0.91223,2.03849,0.92369,1.11656,0.0081025,0.0081025,0.0081025
117,85413.5,0.94552,2.1661,1.08923,1.09659,0.69887,0.5741,0.63959,0.48148,0.6951,0.5542,0.61113,0.40007,0.91163,2.03748,0.92293,1.11614,0.008086,0.008086,0.008086
118,86145.4,0.94613,2.16647,1.08916,1.09667,0.69715,0.57535,0.64013,0.48201,0.69182,0.5571,0.61228,0.40054,0.91138,2.03655,0.92159,1.11591,0.0080695,0.0080695,0.0080695
119,86874.9,0.94399,2.16606,1.09204,1.09474,0.70204,0.57333,0.64054,0.48266,0.69686,0.55519,0.61233,0.40091,0.91115,2.03572,0.92051,1.11568,0.008053,0.008053,0.008053
120,87604.4,0.94577,2.16386,1.08161,1.09472,0.70382,0.57355,0.6412,0.48291,0.70026,0.5534,0.61265,0.40117,0.91123,2.03453,0.9191,1.11551,0.0080365,0.0080365,0.0080365
121,88334,0.94446,2.16165,1.08591,1.09493,0.698,0.57782,0.64167,0.4833,0.69933,0.55445,0.61363,0.40168,0.91075,2.03356,0.91829,1.11504,0.00802,0.00802,0.00802
122,89065.9,0.94539,2.17201,1.0883,1.09742,0.68703,0.58619,0.64184,0.4834,0.69493,0.55766,0.61432,0.4019,0.91011,2.03219,0.91754,1.11462,0.0080035,0.0080035,0.0080035
123,89795.6,0.94106,2.15145,1.08314,1.09432,0.68997,0.5838,0.64214,0.48392,0.69386,0.55926,0.61467,0.40251,0.90995,2.03076,0.91667,1.11449,0.007987,0.007987,0.007987
124,90526.9,0.94444,2.16656,1.0817,1.09323,0.68719,0.58558,0.64251,0.48429,0.68613,0.56418,0.61541,0.40268,0.90956,2.02992,0.91598,1.11422,0.0079705,0.0079705,0.0079705
125,91257.7,0.94159,2.16064,1.08057,1.09343,0.68299,0.58958,0.64296,0.48463,0.6999,0.55592,0.61588,0.40304,0.90912,2.02958,0.9152,1.1138,0.007954,0.007954,0.007954
126,91988.4,0.94246,2.16109,1.0823,1.09433,0.69527,0.57933,0.64282,0.48462,0.69397,0.55976,0.61568,0.40313,0.90896,2.0293,0.91471,1.11374,0.0079375,0.0079375,0.0079375
127,92719.8,0.9428,2.16603,1.0807,1.09296,0.68477,0.58691,0.64292,0.48442,0.69603,0.558,0.61599,0.40278,0.9086,2.02811,0.91397,1.11313,0.007921,0.007921,0.007921
128,93450.2,0.94254,2.15681,1.07871,1.09189,0.69357,0.5813,0.64305,0.48468,0.70156,0.55406,0.61598,0.4032,0.9083,2.02664,0.91326,1.11278,0.0079045,0.0079045,0.0079045
129,94179.5,0.94328,2.15895,1.08101,1.09281,0.69797,0.579,0.6436,0.4851,0.70379,0.55439,0.6163,0.40344,0.90801,2.02552,0.91294,1.11235,0.007888,0.007888,0.007888
130,94909.1,0.93885,2.14807,1.0743,1.08968,0.70195,0.57691,0.64395,0.48545,0.71196,0.55037,0.61655,0.40366,0.90742,2.02537,0.91226,1.11194,0.0078715,0.0078715,0.0078715
131,95639.9,0.93979,2.15585,1.08002,1.09342,0.70567,0.57616,0.6444,0.48584,0.69829,0.55752,0.61633,0.40392,0.90714,2.02433,0.91164,1.11149,0.007855,0.007855,0.007855
132,96370.6,0.93909,2.14546,1.07221,1.09106,0.70807,0.57522,0.64374,0.48607,0.7017,0.55682,0.61636,0.40403,0.90648,2.0226,0.91135,1.11098,0.0078385,0.0078385,0.0078385
